"Experiment","Embryo_ID","Experimenter","Treatment","Cell_ID","Identity.man","Size","X","Y","Z","CH1.Avg","CH2.Avg","CH3.Avg","CH4.Avg","CH5.Avg","TE_ICM","Stage","CH1.ebLogCor","CH4.ebLogCor","CH5.ebLogCor","Identity.km","Exp_date","Img_date","Gene1","Gene2","Genotype1","Genotype2","Background","Litter","Cellcount","icm.count","litter.median","CH4.ebLogCor.l","CH5.ebLogCor.l","id.cluster","Identity.hc"
"020614_R3","020614_R3_LM3","NS","Littermate",7,"TE",7104,166.29,245.82,13.388,91.729,134.07,27.529,180.56,18.463,"TE","64_90",4.9553438630862,5.66406219735479,3.28553482468223,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.856203546720597,0.458744658104131,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",8,"TE",11692,153.38,295.09,17.087,105.97,101.34,28.258,130.59,9.9438,"TE","64_90",5.2202638790763,5.46936626012798,2.76888196910398,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.826772487142272,0.386606710939413,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",9,"TE",11388,313.02,168.19,16.63,86.806,71.94,30.683,65.961,37.081,"TE","64_90",5.00588370500999,4.77039287362018,4.07240827920418,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.721112720046004,0.568612309225681,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",10,"TE",7720,166.39,200.12,18.17,100.04,104.3,29.34,127.61,22.372,"TE","64_90",5.19798828692348,5.484140332939,3.60964849342049,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.829005798341823,0.503999212411462,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",11,"TE",12342,325.22,310.79,18.558,86,61.65,30.523,77.562,20.878,"TE","64_90",5.05941604577069,4.99980286514061,3.55125070905478,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.755791302580755,0.495845388741224,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",12,"TE",5022,282.94,142.61,22.042,69.293,73.909,32.421,110.78,37.709,"TE","64_90",4.95700573647994,5.47805979196559,4.23867533823717,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.82808663810558,0.591827441379224,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",13,"TE",6736,190.26,158.95,23.189,70.404,115.44,30.354,140.06,61.269,"TE","64_90",5.01030884834339,5.75267943454294,4.75572831056799,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.869599302299783,0.664021255071815,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",15,"TE",5913,362.79,276.09,25.05,55.633,64.303,25.986,57.542,50.141,"TE","64_90",4.83551199629005,4.92817884222123,4.60669231654758,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.744964312989679,0.643212020116068,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",16,"TE",11479,171.54,348.7,27.725,81.217,74.697,28.393,104.53,14.696,"TE","64_90",5.30107553280206,5.61864587175074,3.45331376484165,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.849338223264339,0.482170887515031,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",17,"TE",9952,365.48,180.02,29.687,71.971,71.921,33.882,32.173,70.247,"TE","64_90",5.24418368431411,4.50888628650703,5.0719387512619,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.681582280658943,0.708172316693606,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",20,"TE",10429,124.52,230.81,32.209,52.196,47.496,28.088,81.135,25.419,"TE","64_90",5.0051544494018,5.5220317138022,4.12507523336377,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.834733619392299,0.57596596248719,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",21,"TE",5770,343.07,322.98,30.109,69.482,57.874,31.195,101.9,101.12,"TE","64_90",5.22274714629949,5.67650017943238,5.4478837837812,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.858083724585496,0.760663854483254,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",22,"TE",9220,259.06,364.64,34.71,54.956,38.38,30.181,47.837,1.829,"TE","64_90",5.13822430293768,5.08114390894936,1.56247306931518,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.768087158059802,0.218161185994804,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",26,"TE",7309,390.71,232.2,38.403,45.722,38.484,32.276,50.871,16.459,"TE","64_90",5.07467846825534,5.27173200195014,3.86152382179551,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.796897258567913,0.539167447589563,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",28,"TE",11371,342.31,150.05,41.999,42.579,39.657,29.992,19.208,3.7665,"TE","64_90",5.12070470021482,4.42347289745976,2.48613529822281,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.668670832286456,0.347128047103912,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",31,"TE",10728,250.47,129.45,43.576,40.942,52.482,30.371,36.08,1.9518,"TE","64_90",5.13291677624443,5.10900880441815,1.87232068696449,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.772299333261642,0.261423834850355,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",33,"TE",11572,149.19,336.9,46.66,35.39,31.242,27.872,65.018,94.75,"TE","64_90",5.08774118330863,5.80573908106893,5.83993675089911,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.87762002240496,0.815404471751437,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",34,"TE",10556,190.7,139.16,47.084,36.283,52.409,28.811,62.951,3.8771,"TE","64_90",5.12648528579047,5.78825320707678,2.65551747221222,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.874976783893812,0.370778128945069,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",36,"TE",7169,356.53,320.56,46.625,28.95,31.289,27.608,40.328,8.3604,"TE","64_90",4.88574157672459,5.32689840501791,3.41124542696603,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.805236444883435,0.476297072046456,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",37,"TE",7592,142.93,169.24,49.828,30.282,32.142,32.117,37.703,5.4237,"TE","64_90",5.03515575028329,5.3715581099552,3.06698693042269,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.811987394366415,0.428229784763482,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",39,"TE",4723,394.18,238.54,49.404,52.202,24.482,28.262,28.765,19.923,"TE","64_90",5.56589754100663,5.08615705336617,4.35635973911151,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.768844966127641,0.608259192410355,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",41,"TE",8516,193.9,360.94,52.131,38.076,37.802,27.868,55.336,7.5942,"TE","64_90",5.33927308915774,5.83574626163133,3.467194347685,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.882156034462986,0.484108971745009,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",42,"TE",7398,112.13,246.7,53.99,21.881,20.604,31.344,32.629,8.8251,"TE","64_90",4.84592064287218,5.37250954838246,3.66875102207457,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.812131217814591,0.512251436401548,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",45,"TE",13992,372.98,194.77,55.335,22.928,25.623,28.07,12.39,1.6652,"TE","64_90",4.93651319006987,4.45121936858391,2.03829234855462,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.672865105964555,0.284597721968871,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",47,"TE",7850,286.99,365.75,56.058,24.238,26.39,28.617,42.71,63.217,"TE","64_90",5.01564852433435,5.71403062568298,5.69483029771976,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.86375698523662,0.795143901158062,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",49,"TE",10538,306.04,141.68,60.458,20.074,31.274,28.746,23.539,1.2192,"TE","64_90",4.97061138170281,5.27206695994271,1.86805516781231,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.796947892231748,0.260828259326272,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",50,"TE",9230,229.73,358.68,60.422,28.318,23.694,31.545,35.469,2.5235,"TE","64_90",5.31350838197896,5.68080755015468,2.59447042044624,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.858734844922981,0.362254399815715,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",51,"TE",7171,373.16,267.13,61.187,20.991,22.486,26.756,23.328,12.726,"TE","64_90",5.03904790947782,5.2885460710562,4.23356736219087,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.799438944217152,0.59111423733483,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",53,"TE",6163,339.17,343.44,64.814,19.599,19.188,26.7,20.06,2.1053,"TE","64_90",5.08868822522493,5.2644076624576,2.53459126994066,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.795790080498113,0.353893739560378,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",57,"TE",5291,140.46,190.51,66.468,11.318,2.1257,25.989,11.956,5.0735,"TE","64_90",4.59353503626726,4.80473466411119,3.45981793991925,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.726303970034902,0.483079036638823,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",59,"TE",4334,190.01,162.26,68.613,15.578,2.0535,29.159,12.252,5.2356,"TE","64_90",4.9829337791736,4.9041722415291,3.55051022146151,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.741335373910072,0.495741997742214,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",61.67,"TE",18888,189.16,302.75,75.863,9.2886,11.027,35.637,10.733,1.2354,"TE","64_90",4.70224630305446,5.0252424216017,2.30672181713835,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.759636853302136,0.322077338336178,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",63,"TE",13595,364.5,203.89,72.569,15.59,17.529,29.153,9.5293,1.375,"TE","64_90",5.11268576339443,4.7911448239598,2.3227961538082,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.724249672442192,0.324321726684907,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",65,"TE",11220,349.06,278.13,75.816,19.061,14.527,28.7,11.556,1.1228,"TE","64_90",5.41956491001254,5.09748047454508,2.20986261103996,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.770556662263132,0.308553316903795,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",66,"TE",15366,271.92,164.61,78.829,12.986,16.655,34.41,11.277,3.1058,"TE","64_90",5.13403112239711,5.17836529385711,3.31046700085652,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.782783552921776,0.462225827303418,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",67,"TE",12252,224.82,324.92,79.536,10.474,11.027,35.637,10.733,1.2354,"TE","64_90",4.94210823632925,5.1536378900026,2.40816572019585,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.77904565419402,0.336241500674455,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",68,"TE",5608,326.18,235.61,81.945,19.675,12.656,31.579,18.102,2.7509,"TE","64_90",5.65109993757658,5.76054378759485,3.27518817811635,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.870788111098326,0.457300001725592,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",69,"TE",10333,228.18,194.5,85.519,11.277,0.33766,35.638,4.8676,0.7778,"TE","64_90",5.21104736951454,4.57207214855534,2.11077603889661,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.691133722239798,0.294718298227647,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",70,"TE",5030,296.42,295.93,83.42,23.738,10.202,33.16,11.288,1.0097,"TE","64_90",5.88691851602527,5.33982584287572,2.31371373795958,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.807190610949802,0.323053589235279,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",71,"TE",9592,160.11,254.01,83.655,3.3587,4.1186,21.942,8.1901,6.1879,"TE","64_90",3.93908290342281,5.02722988009528,4.13306380046881,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.759937285916022,0.577081370687345,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",73,"TE",12676,287.69,228.69,87.896,19.486,19.585,33.122,9.9527,3.4893,"TE","64_90",5.83547467479865,5.37039627924041,3.67731305871293,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.811811767132103,0.513446915609631,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",74,"TE",10775,214.3,242.09,89.179,6.9172,5.6547,29.716,9.3554,8.5037,"TE","64_90",4.84162991262089,5.3533560409704,4.603531317563,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.809235892797503,0.642770663845072,0,"TE"
"020614_R3","020614_R3_LM3","NS","Littermate",75,"TE",6622,256.51,265.95,90.059,11.887,13.764,34.338,15.995,2.9079,"TE","64_90",5.41174981219615,5.92043583908921,3.55478831095233,"TE",20140206,20140219,"any","any","wt","wt","CD1/mixed","020614_R3",74,26,70,0.8949580684208,0.496339328406939,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",1,"TE",13044,349.57,281.8,4.0447,111.52,54.718,32.146,102.1,13.526,"TE","90_120",4.83075780886457,4.73352454244141,2.7215270845991,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.694501683267538,0.367774841462648,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",2,"TE",5967,240.91,297.16,3.43,136.03,132.04,31.86,168.93,10.671,"TE","90_120",5.01171581947762,5.22070760099903,2.46667811186722,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.765981074827465,0.333335705775269,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",3,"TE",7214,202.43,254.18,4.9346,121.74,159.74,31.523,168.74,14.713,"TE","90_120",4.94408496384486,5.25959783883232,2.83136539844528,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.771687041997536,0.38261789361888,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",4,"TE",10594,202.36,194.33,6.0373,81.236,91.148,30.07,132.35,8.3384,"TE","90_120",4.5713318948345,5.04601572473951,2.2953823638102,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.740350321035529,0.310187574367208,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",5,"TE",7852,249.99,236.16,7.1319,111.16,107.13,30.395,157.52,8.5164,"TE","90_120",4.91648590410523,5.24922954910403,2.34814223449616,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.770165808801354,0.31731730428499,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",6,"TE",4817,316.38,216.88,8.4648,162.04,107.29,31.605,128.9,10.476,"TE","90_120",5.33176737477012,5.08416331388117,2.59375870571259,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.745947326952354,0.350508801541591,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",7,"TE",5003,259.82,177.19,10.078,158.35,107.91,31.389,129.39,8.6928,"TE","90_120",5.35521826995248,5.13086136849972,2.45379593861141,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.752798855289667,0.331594867238823,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",8,"TE",6222,208.12,363.68,12.714,129.95,95.863,32.319,130.02,6.3547,"TE","90_120",5.23351995206681,5.20582430057905,2.21668936166571,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.763797400252299,0.299553358543421,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",9,"TE",6603,334.08,169.27,12.67,116.86,100.19,30.807,126.93,11.081,"TE","90_120",5.1260790006223,5.1806015857196,2.77144812976073,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.760096729056998,0.374520945359194,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",10,"TE",11808,373.57,196,14.728,135.44,57.755,30.73,70.27,8.9422,"TE","90_120",5.33293476475086,4.64404498143154,2.61648337763174,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.681373261690295,0.353579710760041,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",11,"TE",14039,316.41,366.59,12.901,106.8,78.208,30.923,80.718,8.1228,"TE","90_120",5.04271691745359,4.73407144368026,2.46757111406907,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.69458192449742,0.333456382047451,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",12,"TE",10429,294.22,137.76,15.641,152.74,105.21,29.584,118.63,9.4246,"TE","90_120",5.47945228164608,5.19199053756222,2.69541333670797,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.761767713574863,0.364245947870148,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",14,"TE",5569,399.83,286.72,15.827,111.25,55.866,30.396,88.056,7.9565,"TE","90_120",5.16785513432651,4.89890116416711,2.53145725555876,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.718765704956197,0.342089665798691,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",15,"TE",8924,200.15,125.6,17.459,101.22,101.23,30.725,140.9,7.0908,"TE","90_120",5.12039973922451,5.41238204509533,2.46343824462138,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.794103507249795,0.332897884792541,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",16,"TE",5668,407.34,252.03,17.976,108.67,78.802,29.651,113.7,8.6823,"TE","90_120",5.20631705853869,5.21164507265857,2.68086706351102,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.76465142265588,0.362280230406172,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",17,"TE",6395,132.04,229.22,19.995,133.26,141.4,29.751,146.77,10.825,"TE","90_120",5.46848317703323,5.52064453333496,2.95979272655486,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.809987755792927,0.399972980952847,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",18,"TE",8828,145.5,297.35,19.651,97.204,105.95,30.679,135.03,11.698,"TE","90_120",5.14308043144306,5.42812597930774,3.02740885089282,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.796413453826333,0.409110317689062,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",19,"TE",6248,369.77,358.51,20.932,92.837,70.257,30.382,96.248,9.3081,"TE","90_120",5.13402746203627,5.12362633698634,2.83590351389258,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.751737333051959,0.383231153982378,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",22,"TE",9854,243.88,406.69,27.742,134.09,21.833,31.101,54.932,2.5919,"TE","90_120",5.69793153811263,4.74391036834401,1.75427030411724,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.69602548936737,0.237064141904136,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",23,"TE",5611,405.28,339.49,26.953,87.499,66.084,31.745,112.79,7.1497,"TE","90_120",5.24831208604684,5.4423572072957,2.74612005897601,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.798501456477209,0.37109822461167,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",25,"TE",5152,400.62,193.17,28.924,105.06,55.117,32.583,72.717,5.4208,"TE","90_120",5.48801291549067,5.05582494788057,2.5262663001312,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.741789528104581,0.341388183597682,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",26,"TE",6762,107.06,218.88,30.534,112.38,105.02,29.819,84.8,18.671,"TE","90_120",5.60176133789718,5.25236386239562,3.80951593412003,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.770625674560447,0.514800725904519,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",27,"TE",5129,421.06,229.91,30.645,99.748,40.267,32.595,58.287,4.1113,"TE","90_120",5.48572107076825,4.88040004095035,2.29951095037516,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.716051224213322,0.310745492852747,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",28,"TE",4895,420.42,304.41,30.131,88.842,40.238,32.266,57.191,5.5894,"TE","90_120",5.35512216245141,4.84774744383523,2.59178079287472,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.711260442322116,0.350241515360795,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",29,"TE",7588,253.49,100.92,35.758,79.635,78.707,30.515,101.53,4.114,"TE","90_120",5.4078653462409,5.57135736312238,2.44795097249863,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.817428331062969,0.330805004996538,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",30,"TE",6501,301.4,109.99,35.584,71.462,49.008,30.441,82.33,6.0408,"TE","90_120",5.29456361275674,5.35711121499594,2.82705467511786,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.785994183173106,0.382035361996358,0,"TE"
"020614_R4","020614_R4_LM1","NS","Littermate",31,"TE",6079,128.72,147.11,36.684,89.805,120.16,30.861,78.126,9.1898,"TE","90_120",5.55473598212439,5.33395368218407,3.27840055783925,"TE",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.782596515035133,0.443028199951939,0,"TE"
