"Exp_date","Embryo_ID","Litter","Genotype1","Stage.t0","Cellcount","Treatment","ES_culture","ESC_line","ESC_genotype","icm.count","D_cells","EPI","ESC","PRE","esc.end"
20180801,"080118Xim_WT_CF12","CF","wt","8cell",202,"Chimera","2i/LIF","H2B-tdTomato","wt",37,"8-12",1,12,23,"2x"
20180801,"080118Xim_WT_CF4","CF","wt","8cell",136,"Chimera","2i/LIF","H2B-tdTomato","wt",42,"8-12",0,29,13,"4x"
20180801,"080118Xim_WT_CF6","CF","wt","8cell",199,"Chimera","2i/LIF","H2B-tdTomato","wt",37,"8-12",0,18,19,"2x"
20180801,"080118Xim_WT_CF7","CF","wt","8cell",198,"Chimera","2i/LIF","H2B-tdTomato","wt",55,"8-12",0,36,19,"4x"
20180801,"080118Xim_WT_CF8","CF","wt","8cell",175,"Chimera","2i/LIF","H2B-tdTomato","wt",51,"8-12",0,37,14,"4x"
20180801,"080118Xim_WT_CF9","CF","wt","8cell",220,"Chimera","2i/LIF","H2B-tdTomato","wt",44,"8-12",0,21,23,"4x"
20180801,"080118Xim_WT_CG10","CG","wt","8cell",198,"Chimera","S/LIF","H2B-tdTomato","wt",99,"8-12",0,69,30,"8x"
20180801,"080118Xim_WT_CG11","CG","wt","8cell",201,"Chimera","S/LIF","H2B-tdTomato","wt",63,"8-12",0,43,20,"8x"
20180801,"080118Xim_WT_CG3","CG","wt","8cell",142,"Chimera","S/LIF","H2B-tdTomato","wt",51,"8-12",0,32,19,"4x"
20180801,"080118Xim_WT_CG4","CG","wt","8cell",189,"Chimera","S/LIF","H2B-tdTomato","wt",76,"8-12",0,57,19,"8x"
20180801,"080118Xim_WT_CG5","CG","wt","8cell",149,"Chimera","S/LIF","H2B-tdTomato","wt",36,"8-12",2,16,18,"2x"
20180801,"080118Xim_WT_CG6","CG","wt","8cell",167,"Chimera","S/LIF","H2B-tdTomato","wt",56,"8-12",0,41,15,"8x"
20180801,"080118Xim_WT_CG7","CG","wt","8cell",185,"Chimera","S/LIF","H2B-tdTomato","wt",70,"8-12",1,45,24,"8x"
20180801,"080118Xim_WT_CG8","CG","wt","8cell",180,"Chimera","S/LIF","H2B-tdTomato","wt",59,"8-12",0,29,30,"4x"
20180801,"080118Xim_WT_CG9","CG","wt","8cell",160,"Chimera","S/LIF","H2B-tdTomato","wt",75,"8-12",0,60,15,"8x"
20180801,"080118Xim_WT_CH7","CH","wt","blastocyst",129,"Chimera","2i/LIF","H2B-tdTomato","wt",39,"8-12",20,10,9,"2x"
20180806,"080618Xim_F4_CK2","CK","ko","8cell",177,"Chimera","2i/LIF","H2B-tdTomato","wt",50,"4",6,20,24,"4x"
20180806,"080618Xim_F4_CK4","CK","ko","8cell",130,"Chimera","2i/LIF","H2B-tdTomato","wt",34,"4",1,18,15,"2x"
20180806,"080618Xim_F4_CK5","CK","ko","8cell",147,"Chimera","2i/LIF","H2B-tdTomato","wt",42,"4",0,20,22,"4x"
20180806,"080618Xim_F4_CK7","CK","ko","8cell",122,"Chimera","2i/LIF","H2B-tdTomato","wt",29,"8-12",0,14,15,"2x"
20180806,"080618Xim_F4_CK8","CK","ko","8cell",193,"Chimera","2i/LIF","H2B-tdTomato","wt",57,"8-12",0,31,26,"4x"
20180807,"080718Xim_WT_CLCM11","CLCM","wt","8cell",151,"Chimera","2i/LIF","H2B-tdTomato","wt",35,"1",22,3,10,"0.5x"
20180807,"080718Xim_WT_CLCM12","CLCM","wt","8cell",155,"Chimera","2i/LIF","H2B-tdTomato","wt",32,"1",17,8,7,"1x"
20180807,"080718Xim_WT_CLCM14","CLCM","wt","8cell",129,"Chimera","2i/LIF","H2B-tdTomato","wt",27,"1",1,4,22,"0.5x"
20180807,"080718Xim_WT_CLCM16","CLCM","wt","8cell",142,"Chimera","2i/LIF","H2B-tdTomato","wt",26,"1",10,8,8,"1x"
20180807,"080718Xim_WT_CLCM17","CLCM","wt","8cell",125,"Chimera","2i/LIF","H2B-tdTomato","wt",26,"1",13,4,9,"0.5x"
20180807,"080718Xim_WT_CLCM18","CLCM","wt","8cell",136,"Chimera","2i/LIF","H2B-tdTomato","wt",26,"1",14,8,4,"1x"
20180807,"080718Xim_WT_CLCM19","CLCM","wt","8cell",125,"Chimera","2i/LIF","H2B-tdTomato","wt",19,"1",8,1,10,"0.5x"
20180807,"080718Xim_WT_CLCM20","CLCM","wt","8cell",128,"Chimera","2i/LIF","H2B-tdTomato","wt",22,"1",11,7,4,"1x"
20180807,"080718Xim_WT_CN1","CN","wt","8cell",117,"Chimera","2i/LIF","H2B-tdTomato","wt",33,"3",11,19,3,"2x"
20180807,"080718Xim_WT_CN10","CN","wt","8cell",118,"Chimera","2i/LIF","H2B-tdTomato","wt",23,"3",2,8,13,"1x"
20180807,"080718Xim_WT_CN11","CN","wt","8cell",137,"Chimera","2i/LIF","H2B-tdTomato","wt",23,"3",1,14,8,"2x"
20180807,"080718Xim_WT_CN12","CN","wt","8cell",82,"Chimera","2i/LIF","H2B-tdTomato","wt",9,"3",1,3,5,"0.5x"
20180807,"080718Xim_WT_CN13","CN","wt","8cell",94,"Chimera","2i/LIF","H2B-tdTomato","wt",16,"3",0,7,9,"1x"
20180807,"080718Xim_WT_CN14","CN","wt","8cell",125,"Chimera","2i/LIF","H2B-tdTomato","wt",19,"3",6,3,10,"0.5x"
20180807,"080718Xim_WT_CN2","CN","wt","8cell",139,"Chimera","2i/LIF","H2B-tdTomato","wt",18,"3",8,6,4,"1x"
20180807,"080718Xim_WT_CN3","CN","wt","8cell",150,"Chimera","2i/LIF","H2B-tdTomato","wt",48,"3",15,21,12,"4x"
20180807,"080718Xim_WT_CN4","CN","wt","8cell",139,"Chimera","2i/LIF","H2B-tdTomato","wt",31,"3",9,15,7,"2x"
20180807,"080718Xim_WT_CN5","CN","wt","8cell",107,"Chimera","2i/LIF","H2B-tdTomato","wt",14,"3",9,5,0,"1x"
20180807,"080718Xim_WT_CN6","CN","wt","8cell",122,"Chimera","2i/LIF","H2B-tdTomato","wt",44,"3",17,18,9,"2x"
20180807,"080718Xim_WT_CN7","CN","wt","8cell",126,"Chimera","2i/LIF","H2B-tdTomato","wt",29,"3",17,9,3,"1x"
20180807,"080718Xim_WT_CN8","CN","wt","8cell",113,"Chimera","2i/LIF","H2B-tdTomato","wt",21,"3",1,6,14,"1x"
20180807,"080718Xim_WT_CN9","CN","wt","8cell",131,"Chimera","2i/LIF","H2B-tdTomato","wt",17,"3",0,7,10,"1x"
20180807,"080718Xim_WT_CO1","CO","wt","8cell",170,"Chimera","2i/LIF","H2B-tdTomato","wt",64,"5",24,29,11,"4x"
20180807,"080718Xim_WT_CO10","CO","wt","8cell",178,"Chimera","2i/LIF","H2B-tdTomato","wt",45,"5",5,24,16,"4x"
20180807,"080718Xim_WT_CO11","CO","wt","8cell",181,"Chimera","2i/LIF","H2B-tdTomato","wt",49,"5",7,21,20,"4x"
20180807,"080718Xim_WT_CO12","CO","wt","8cell",138,"Chimera","2i/LIF","H2B-tdTomato","wt",30,"5",0,15,15,"2x"
20180807,"080718Xim_WT_CO13","CO","wt","8cell",149,"Chimera","2i/LIF","H2B-tdTomato","wt",22,"5",2,5,15,"1x"
20180807,"080718Xim_WT_CO14","CO","wt","8cell",132,"Chimera","2i/LIF","H2B-tdTomato","wt",29,"5",0,16,13,"2x"
20180807,"080718Xim_WT_CO2","CO","wt","8cell",126,"Chimera","2i/LIF","H2B-tdTomato","wt",26,"5",20,1,5,"0.5x"
20180807,"080718Xim_WT_CO3","CO","wt","8cell",173,"Chimera","2i/LIF","H2B-tdTomato","wt",51,"5",17,19,15,"2x"
20180807,"080718Xim_WT_CO4","CO","wt","8cell",167,"Chimera","2i/LIF","H2B-tdTomato","wt",52,"5",15,17,20,"2x"
20180807,"080718Xim_WT_CO5","CO","wt","8cell",140,"Chimera","2i/LIF","H2B-tdTomato","wt",33,"5",23,8,2,"1x"
20180807,"080718Xim_WT_CO6","CO","wt","8cell",183,"Chimera","2i/LIF","H2B-tdTomato","wt",45,"5",17,23,5,"4x"
20180807,"080718Xim_WT_CO7","CO","wt","8cell",192,"Chimera","2i/LIF","H2B-tdTomato","wt",41,"5",9,7,25,"1x"
20180807,"080718Xim_WT_CO8","CO","wt","8cell",170,"Chimera","2i/LIF","H2B-tdTomato","wt",49,"5",13,6,30,"1x"
20180807,"080718Xim_WT_CO9","CO","wt","8cell",158,"Chimera","2i/LIF","H2B-tdTomato","wt",52,"5",0,24,28,"4x"
20180811,"081118Xim_F4_CQ3","CQ","fl/ko","8cell",168,"Chimera","2i/LIF","H2B-tdTomato","wt",45,"2",24,8,13,"1x"
20180811,"081118Xim_F4_CQ4","CQ","fl/ko","8cell",156,"Chimera","2i/LIF","H2B-tdTomato","wt",55,"2",28,10,17,"2x"
20180811,"081118Xim_F4_CQ6","CQ","ko","8cell",202,"Chimera","2i/LIF","H2B-tdTomato","wt",47,"8-12",11,12,24,"2x"
20180811,"081118Xim_F4_CQ7","CQ","ko","8cell",197,"Chimera","2i/LIF","H2B-tdTomato","wt",61,"8-12",25,9,27,"1x"
20180811,"081118Xim_F4_CQ8","CQ","ko","8cell",212,"Chimera","2i/LIF","H2B-tdTomato","wt",71,"8-12",3,35,33,"4x"
20181024,"102418Xim_F4_CR10","CR","mosaic","8cell",140,"Chimera","S/LIF","H2B-tdTomato","wt",31,"4",12,2,17,"0.5x"
20181024,"102418Xim_F4_CR11","CR","ko","8cell",86,"Chimera","S/LIF","H2B-tdTomato","wt",38,"4",0,22,16,"4x"
20181024,"102418Xim_F4_CR12","CR","unknown","8cell",156,"Chimera","S/LIF","H2B-tdTomato","wt",37,"4",0,21,16,"4x"
20181024,"102418Xim_F4_CR13","CR","mosaic","8cell",99,"Chimera","S/LIF","H2B-tdTomato","wt",33,"4",0,23,10,"4x"
20181024,"102418Xim_F4_CR4","CR","unknown","8cell",90,"Chimera","S/LIF","H2B-tdTomato","wt",24,"2",0,12,12,"2x"
20181024,"102418Xim_F4_CR5","CR","ko","8cell",130,"Chimera","S/LIF","H2B-tdTomato","wt",42,"2",0,24,18,"4x"
20181024,"102418Xim_F4_CR6","CR","ko","8cell",155,"Chimera","S/LIF","H2B-tdTomato","wt",48,"2",0,28,20,"4x"
20181024,"102418Xim_F4_CR7","CR","ko","8cell",139,"Chimera","S/LIF","H2B-tdTomato","wt",44,"2",0,28,16,"4x"
20181024,"102418Xim_F4_CR8","CR","ko","8cell",94,"Chimera","S/LIF","H2B-tdTomato","wt",22,"2",0,10,12,"2x"
20181024,"102418Xim_F4_CR9","CR","mosaic","8cell",186,"Chimera","S/LIF","H2B-tdTomato","wt",57,"4",8,20,29,"4x"
20181026,"102618Xim_F4_CS1","CS","fl/ko","blastocyst",144,"Chimera","2i/LIF","H2B-tdTomato","wt",55,"8-12",8,6,41,"1x"
20181026,"102618Xim_F4_CS2","CS","fl/ko","blastocyst",98,"Chimera","2i/LIF","H2B-tdTomato","wt",35,"8-12",8,7,20,"1x"
20181026,"102618Xim_F4_CS3","CS","ko","blastocyst",144,"Chimera","2i/LIF","H2B-tdTomato","wt",39,"8-12",0,11,28,"2x"
20181026,"102618Xim_F4_CS6","CS","ko","blastocyst",131,"Chimera","2i/LIF","H2B-tdTomato","wt",45,"8-12",4,7,34,"1x"
20181026,"102618Xim_F4_CS7","CS","mosaic","blastocyst",100,"Chimera","2i/LIF","H2B-tdTomato","wt",34,"8-12",10,2,22,"0.5x"
20181026,"102618Xim_F4_CT4","CT","ko","blastocyst",115,"Chimera","2i/LIF","H2B-tdTomato","wt",47,"8-12",44,3,0,"0.5x"
20181026,"102618Xim_F4_CT5","CT","ko","blastocyst",145,"Chimera","2i/LIF","H2B-tdTomato","wt",46,"8-12",34,10,2,"2x"
20181026,"102618Xim_F4_CT6","CT","ko","blastocyst",103,"Chimera","2i/LIF","H2B-tdTomato","wt",40,"8-12",30,10,0,"2x"
20181029,"102918Xim_F4_CU11","CU","ko","8cell",159,"Chimera","2i/LIF","H2B-tdTomato","wt",65,"4",25,21,19,"4x"
20181029,"102918Xim_F4_CU12","CU","mosaic","8cell",119,"Chimera","2i/LIF","H2B-tdTomato","wt",35,"4",9,11,15,"2x"
20181029,"102918Xim_F4_CU13","CU","ko","8cell",169,"Chimera","2i/LIF","H2B-tdTomato","wt",57,"4",15,23,19,"4x"
20181029,"102918Xim_F4_CU5","CU","mosaic","8cell",116,"Chimera","2i/LIF","H2B-tdTomato","wt",22,"2",0,2,20,"0.5x"
20181029,"102918Xim_F4_CU6","CU","ko","8cell",113,"Chimera","2i/LIF","H2B-tdTomato","wt",19,"2",7,4,8,"0.5x"
20181029,"102918Xim_F4_CU7","CU","ko","8cell",118,"Chimera","2i/LIF","H2B-tdTomato","wt",21,"2",5,4,12,"0.5x"
20181029,"102918Xim_F4_CU8","CU","fl/ko","8cell",120,"Chimera","2i/LIF","H2B-tdTomato","wt",24,"2",5,6,13,"1x"
20181029,"102918Xim_F4_CU9","CU","ko","8cell",155,"Chimera","2i/LIF","H2B-tdTomato","wt",53,"4",19,6,28,"1x"
20181029,"102918Xim_F4_CV3","CV","fl/ko","8cell",97,"Chimera","S/LIF","H2B-tdTomato","wt",15,"2",7,8,0,"1x"
20181029,"102918Xim_F4_CV4","CV","ko","8cell",65,"Chimera","S/LIF","H2B-tdTomato","wt",26,"2",0,15,11,"2x"
20181029,"102918Xim_F4_CV5","CV","mosaic","8cell",114,"Chimera","S/LIF","H2B-tdTomato","wt",12,"2",3,8,1,"1x"
20181029,"102918Xim_F4_CV6","CV","mosaic","8cell",148,"Chimera","S/LIF","H2B-tdTomato","wt",29,"2",0,16,13,"2x"
20181029,"102918Xim_F4_CV7","CV","fl/ko","8cell",146,"Chimera","S/LIF","H2B-tdTomato","wt",50,"4",2,15,32,"2x"
20181029,"102918Xim_F4_CV8","CV","ko","8cell",142,"Chimera","S/LIF","H2B-tdTomato","wt",40,"4",20,16,4,"2x"
20181114,"111418Xim_F4_CY3","CY","mosaic","8cell",133,"Chimera","S/LIF","H2B-tdTomato","wt",34,"1",13,7,13,"1x"
20181114,"111418Xim_WT_CW10","CW","wt","8cell",148,"Chimera","S/LIF","H2B-tdTomato","wt",17,"1",1,2,14,"0.5x"
20181114,"111418Xim_WT_CW12","CW","wt","8cell",95,"Chimera","S/LIF","H2B-tdTomato","wt",9,"1",2,2,5,"0.5x"
20181114,"111418Xim_WT_CW5","CW","wt","8cell",151,"Chimera","S/LIF","H2B-tdTomato","wt",22,"1",1,10,11,"2x"
20181114,"111418Xim_WT_CW6","CW","wt","8cell",141,"Chimera","S/LIF","H2B-tdTomato","wt",19,"1",2,6,11,"1x"
20181114,"111418Xim_WT_CW7","CW","wt","8cell",120,"Chimera","S/LIF","H2B-tdTomato","wt",21,"1",0,9,12,"1x"
20181114,"111418Xim_WT_CX10","CX","wt","8cell",142,"Chimera","S/LIF","H2B-tdTomato","wt",31,"5",0,27,4,"4x"
20181114,"111418Xim_WT_CX11","CX","wt","8cell",201,"Chimera","S/LIF","H2B-tdTomato","wt",50,"5",0,15,35,"2x"
20181114,"111418Xim_WT_CX12","CX","wt","8cell",217,"Chimera","S/LIF","H2B-tdTomato","wt",50,"5",9,11,30,"2x"
20181114,"111418Xim_WT_CX13","CX","wt","8cell",222,"Chimera","S/LIF","H2B-tdTomato","wt",67,"5",2,24,41,"4x"
20181114,"111418Xim_WT_CX14","CX","wt","8cell",219,"Chimera","S/LIF","H2B-tdTomato","wt",53,"5",7,13,33,"2x"
20181114,"111418Xim_WT_CX15","CX","wt","8cell",193,"Chimera","S/LIF","H2B-tdTomato","wt",32,"5",0,10,22,"2x"
20181114,"111418Xim_WT_CX4","CX","wt","8cell",181,"Chimera","S/LIF","H2B-tdTomato","wt",50,"3",18,2,30,"0.5x"
20181114,"111418Xim_WT_CX5","CX","wt","8cell",172,"Chimera","S/LIF","H2B-tdTomato","wt",55,"3",12,6,37,"1x"
20181114,"111418Xim_WT_CX6","CX","wt","8cell",169,"Chimera","S/LIF","H2B-tdTomato","wt",37,"3",5,7,25,"1x"
20181114,"111418Xim_WT_CX7","CX","wt","8cell",186,"Chimera","S/LIF","H2B-tdTomato","wt",45,"3",7,20,18,"4x"
20181114,"111418Xim_WT_CX8","CX","wt","8cell",176,"Chimera","S/LIF","H2B-tdTomato","wt",25,"3",3,3,19,"0.5x"
20181114,"111418Xim_WT_CX9","CX","wt","8cell",142,"Chimera","S/LIF","H2B-tdTomato","wt",31,"3",5,11,14,"2x"
20181127,"112718Xim_F4_DC2","DC","ko","8cell",141,"Chimera","S/LIF","CAG:H2B-GFP","wt",17,"2",5,4,8,"0.5x"
20181127,"112718Xim_F4_DC5","DC","ko","8cell",158,"Chimera","S/LIF","CAG:H2B-GFP","wt",44,"4",14,9,20,"1x"
20181127,"112718Xim_F4_DD11","DD","ko","8cell",175,"Chimera","2i/LIF","CAG:H2B-GFP","wt",59,"4",2,33,23,"4x"
20181127,"112718Xim_F4_DD5","DD","ko","8cell",156,"Chimera","2i/LIF","CAG:H2B-GFP","wt",59,"2",37,10,10,"2x"
20181127,"112718Xim_F4_DD8","DD","fl/ko","8cell",153,"Chimera","2i/LIF","CAG:H2B-GFP","wt",60,"2",12,16,32,"2x"
20181127,"112718Xim_WT_DB3","DB","wt","8cell",130,"Chimera","S/LIF","CAG:H2B-GFP","wt",22,"1",6,4,10,"0.5x"
20181127,"112718Xim_WT_DB9","DB","wt","8cell",213,"Chimera","S/LIF","CAG:H2B-GFP","wt",53,"3",8,5,40,"1x"
20190109,"010919Xim_F4_DH3","DH","ko","8cell",161,"Chimera","2i/LIF","CAG:H2B-GFP","wt",38,"2",11,14,13,"2x"
20190109,"010919Xim_F4_DH4","DH","ko","8cell",140,"Chimera","2i/LIF","CAG:H2B-GFP","wt",33,"2",20,8,4,"1x"
20190109,"010919Xim_F4_DH5","DH","ko","8cell",140,"Chimera","2i/LIF","CAG:H2B-GFP","wt",45,"2",28,12,5,"2x"
20190109,"010919Xim_F4_DH6","DH","ko","8cell",133,"Chimera","2i/LIF","CAG:H2B-GFP","wt",36,"2",26,1,9,"0.5x"
20190109,"010919Xim_F4_DH7","DH","ko","8cell",120,"Chimera","2i/LIF","CAG:H2B-GFP","wt",39,"4",0,26,13,"4x"
20190109,"010919Xim_F4_DH9","DH","ko","8cell",119,"Chimera","2i/LIF","CAG:H2B-GFP","wt",20,"4",1,6,13,"1x"
20190109,"010919Xim_F4_DI3","DI","ko","8cell",167,"Chimera","S/LIF","CAG:H2B-GFP","wt",34,"5",0,19,13,"2x"
20190109,"010919Xim_F4_DI4","DI","ko","8cell",147,"Chimera","S/LIF","CAG:H2B-GFP","wt",58,"5",14,17,27,"2x"
20190109,"010919Xim_F4_DI5","DI","ko","8cell",140,"Chimera","2i/LIF","CAG:H2B-GFP","wt",43,"5",25,5,11,"1x"
20190109,"010919Xim_F4_DI8","DI","ko","8cell",161,"Chimera","2i/LIF","CAG:H2B-GFP","wt",58,"5",20,22,13,"4x"
20190109,"010919Xim_WT_DJ13","DJ","wt","8cell",115,"Chimera","S/LIF","CAG:H2B-GFP","wt",22,"1",0,8,14,"1x"
20190109,"010919Xim_WT_DJ14","DJ","wt","8cell",136,"Chimera","S/LIF","CAG:H2B-GFP","wt",13,"1",0,5,8,"1x"
20190109,"010919Xim_WT_DJ7","DJ","wt","8cell",154,"Chimera","S/LIF","CAG:H2B-GFP","wt",27,"1",1,6,20,"1x"
20190109,"010919Xim_WT_DJ8","DJ","wt","8cell",185,"Chimera","S/LIF","CAG:H2B-GFP","wt",45,"1",12,4,28,"0.5x"
20190109,"010919Xim_WT_DJ9","DJ","wt","8cell",155,"Chimera","S/LIF","CAG:H2B-GFP","wt",34,"1",8,4,22,"0.5x"
20190109,"010919Xim_WT_DK10","DK","wt","8cell",146,"Chimera","S/LIF","CAG:H2B-GFP","wt",32,"3",8,4,20,"0.5x"
20190109,"010919Xim_WT_DK8","DK","wt","8cell",125,"Chimera","S/LIF","CAG:H2B-GFP","wt",26,"3",8,3,14,"0.5x"
20190109,"010919Xim_WT_DL11","DL","wt","8cell",214,"Chimera","2i/LIF","CAG:H2B-GFP","wt",51,"1",11,16,23,"2x"
20190109,"010919Xim_WT_DL12","DL","wt","8cell",184,"Chimera","2i/LIF","CAG:H2B-GFP","wt",39,"1",6,16,17,"2x"
20190109,"010919Xim_WT_DL6","DL","wt","8cell",151,"Chimera","2i/LIF","CAG:H2B-GFP","wt",31,"1",2,14,15,"2x"
20190109,"010919Xim_WT_DL7","DL","wt","8cell",108,"Chimera","2i/LIF","CAG:H2B-GFP","wt",24,"1",3,8,13,"1x"
20190109,"010919Xim_WT_DM10","DM","wt","8cell",108,"Chimera","2i/LIF","CAG:H2B-GFP","wt",17,"3",2,6,9,"1x"
20190109,"010919Xim_WT_DM11","DM","wt","8cell",71,"Chimera","2i/LIF","CAG:H2B-GFP","wt",14,"3",0,8,6,"1x"
20190109,"010919Xim_WT_DM13","DM","wt","8cell",130,"Chimera","2i/LIF","CAG:H2B-GFP","wt",30,"3",1,22,7,"4x"
20190109,"010919Xim_WT_DM4","DM","wt","8cell",162,"Chimera","2i/LIF","CAG:H2B-GFP","wt",54,"3",2,24,28,"4x"
20190109,"010919Xim_WT_DM5","DM","wt","8cell",86,"Chimera","2i/LIF","CAG:H2B-GFP","wt",19,"3",1,12,6,"2x"
20190109,"010919Xim_WT_DM6","DM","wt","8cell",55,"Chimera","2i/LIF","CAG:H2B-GFP","wt",18,"3",0,12,6,"2x"
20190109,"010919Xim_WT_DM7","DM","wt","8cell",116,"Chimera","2i/LIF","CAG:H2B-GFP","wt",26,"3",3,12,10,"2x"
20190109,"010919Xim_WT_DM8","DM","wt","8cell",97,"Chimera","2i/LIF","CAG:H2B-GFP","wt",26,"3",0,15,11,"2x"
20190109,"010919Xim_WT_DM9","DM","wt","8cell",108,"Chimera","2i/LIF","CAG:H2B-GFP","wt",13,"3",1,6,6,"1x"
20190109,"010919Xim_WT_DN10","DN","wt","8cell",111,"Chimera","2i/LIF","CAG:H2B-GFP","wt",32,"5",13,2,17,"0.5x"
20190109,"010919Xim_WT_DN11","DN","wt","8cell",115,"Chimera","2i/LIF","CAG:H2B-GFP","wt",44,"5",2,24,18,"4x"
20190109,"010919Xim_WT_DN12","DN","wt","8cell",135,"Chimera","2i/LIF","CAG:H2B-GFP","wt",25,"5",0,9,16,"1x"
20190109,"010919Xim_WT_DN13","DN","wt","8cell",91,"Chimera","2i/LIF","CAG:H2B-GFP","wt",13,"5",4,5,3,"1x"
20190109,"010919Xim_WT_DN5","DN","wt","8cell",148,"Chimera","2i/LIF","CAG:H2B-GFP","wt",45,"5",0,34,11,"4x"
20190109,"010919Xim_WT_DN7","DN","wt","8cell",137,"Chimera","2i/LIF","CAG:H2B-GFP","wt",48,"5",1,34,13,"4x"
20190109,"010919Xim_WT_DN8","DN","wt","8cell",122,"Chimera","2i/LIF","CAG:H2B-GFP","wt",28,"5",1,15,12,"2x"
20190109,"010919Xim_WT_DN9","DN","wt","8cell",169,"Chimera","2i/LIF","CAG:H2B-GFP","wt",47,"5",0,36,11,"4x"
20190113,"011319Xim_F4_DR10","DR","ko","8cell",213,"Chimera","2i/LIF","CAG:H2B-GFP","wt",77,"8-12",47,17,13,"2x"
20190113,"011319Xim_F4_DR3","DR","ko","8cell",186,"Chimera","2i/LIF","CAG:H2B-GFP","wt",59,"1",48,4,7,"0.5x"
20190113,"011319Xim_F4_DR6","DR","ko","8cell",180,"Chimera","2i/LIF","CAG:H2B-GFP","wt",35,"1",14,8,13,"1x"
20190113,"011319Xim_F4_DR8","DR","ko","8cell",172,"Chimera","2i/LIF","CAG:H2B-GFP","wt",47,"8-12",0,35,12,"4x"
20190113,"011319Xim_F4_DR9","DR","ko","8cell",166,"Chimera","2i/LIF","CAG:H2B-GFP","wt",37,"8-12",20,10,7,"2x"
20190113,"011319Xim_WT_DP1","DP","wt","8cell",119,"Chimera","S/LIF","CAG:H2B-GFP","wt",34,"8-12",4,14,13,"2x"
20190113,"011319Xim_WT_DP10","DP","wt","8cell",155,"Chimera","S/LIF","CAG:H2B-GFP","wt",70,"8-12",2,39,29,"4x"
20190113,"011319Xim_WT_DP11","DP","wt","8cell",104,"Chimera","S/LIF","CAG:H2B-GFP","wt",31,"8-12",8,6,17,"1x"
20190113,"011319Xim_WT_DP12","DP","wt","8cell",236,"Chimera","S/LIF","CAG:H2B-GFP","wt",52,"8-12",15,4,33,"0.5x"
20190113,"011319Xim_WT_DP13","DP","wt","8cell",131,"Chimera","S/LIF","CAG:H2B-GFP","wt",37,"8-12",3,21,13,"4x"
20190113,"011319Xim_WT_DP14","DP","wt","8cell",131,"Chimera","S/LIF","CAG:H2B-GFP","wt",17,"8-12",2,4,11,"0.5x"
20190113,"011319Xim_WT_DP15","DP","wt","8cell",155,"Chimera","S/LIF","CAG:H2B-GFP","wt",35,"8-12",4,10,21,"2x"
20190113,"011319Xim_WT_DP16","DP","wt","8cell",174,"Chimera","S/LIF","CAG:H2B-GFP","wt",35,"8-12",2,13,20,"2x"
20190113,"011319Xim_WT_DP17","DP","wt","8cell",165,"Chimera","S/LIF","CAG:H2B-GFP","wt",32,"8-12",1,14,17,"2x"
20190113,"011319Xim_WT_DP2","DP","wt","8cell",173,"Chimera","S/LIF","CAG:H2B-GFP","wt",56,"8-12",1,40,15,"8x"
20190113,"011319Xim_WT_DP3","DP","wt","8cell",166,"Chimera","S/LIF","CAG:H2B-GFP","wt",47,"8-12",2,27,18,"4x"
20190113,"011319Xim_WT_DP5","DP","wt","8cell",156,"Chimera","S/LIF","CAG:H2B-GFP","wt",43,"8-12",11,4,28,"0.5x"
20190113,"011319Xim_WT_DP6","DP","wt","8cell",227,"Chimera","S/LIF","CAG:H2B-GFP","wt",70,"8-12",8,21,41,"4x"
20190113,"011319Xim_WT_DP7","DP","wt","8cell",204,"Chimera","S/LIF","CAG:H2B-GFP","wt",39,"8-12",6,8,25,"1x"
20190113,"011319Xim_WT_DP8","DP","wt","8cell",213,"Chimera","S/LIF","CAG:H2B-GFP","wt",98,"8-12",2,61,34,"8x"
20190113,"011319Xim_WT_DP9","DP","wt","8cell",185,"Chimera","S/LIF","CAG:H2B-GFP","wt",58,"8-12",0,32,26,"4x"
20190113,"011319Xim_WT_DQ10","DQ","wt","8cell",128,"Chimera","2i/LIF","CAG:H2B-GFP","wt",26,"8-12",3,11,12,"2x"
20190113,"011319Xim_WT_DQ11","DQ","wt","8cell",170,"Chimera","2i/LIF","CAG:H2B-GFP","wt",39,"8-12",7,11,21,"2x"
20190113,"011319Xim_WT_DQ13","DQ","wt","8cell",167,"Chimera","2i/LIF","CAG:H2B-GFP","wt",39,"8-12",4,14,21,"2x"
20190113,"011319Xim_WT_DQ14","DQ","wt","8cell",169,"Chimera","2i/LIF","CAG:H2B-GFP","wt",25,"8-12",10,4,11,"0.5x"
20190113,"011319Xim_WT_DQ15","DQ","wt","8cell",139,"Chimera","2i/LIF","CAG:H2B-GFP","wt",26,"8-12",3,6,17,"1x"
20190113,"011319Xim_WT_DQ2","DQ","wt","8cell",165,"Chimera","2i/LIF","CAG:H2B-GFP","wt",45,"8-12",0,31,14,"4x"
20190113,"011319Xim_WT_DQ3","DQ","wt","8cell",83,"Chimera","2i/LIF","CAG:H2B-GFP","wt",22,"8-12",1,13,8,"2x"
20190113,"011319Xim_WT_DQ4","DQ","wt","8cell",205,"Chimera","2i/LIF","CAG:H2B-GFP","wt",67,"8-12",0,50,17,"8x"
20190113,"011319Xim_WT_DQ7","DQ","wt","8cell",150,"Chimera","2i/LIF","CAG:H2B-GFP","wt",53,"8-12",3,34,14,"4x"
