"Experiment","Litter","Embryo_ID","Treatment","Cellcount","TE_ICM","icm.count","H_genotype","D_genotype","Embryo_size","t0.donor","donor.end","Identity.hc","lin.count","pc.icm"
"042617Xim_G6_AR","AR","042617Xim_G6_AR6","Chimera",90,"ICM",11,"het","CAG:H2B-GFP","Single",50,"[40,60)","DP",0,0
"042617Xim_G6_AR","AR","042617Xim_G6_AR8","Chimera",114,"ICM",16,"het","CAG:H2B-GFP","Single",50,"[20,40)","DP",5,31.25
"042617Xim_G6_AR","AR","042617Xim_G6_AR9","Chimera",105,"ICM",29,"het","CAG:H2B-GFP","Single",50,"[20,40)","DP",10,34.4827586206897
"050118Xim_G6_BA","BA","050118Xim_G6_BA1","Control",110,"ICM",20,"wt","0","Single",0,"[0,20)","DP",0,0
"050118Xim_G6_BA","BA","050118Xim_G6_BA2","Control",91,"ICM",20,"wt","0","Single",0,"[0,20)","DP",8,40
"050118Xim_G6_BA","BA","050118Xim_G6_BA3","Chimera",132,"ICM",27,"mosaic","CAG:H2B-GFP","Double",50,"[60,80)","DP",4,14.8148148148148
"050118Xim_G6_BA","BA","050118Xim_G6_BA4","Chimera",143,"ICM",41,"het","CAG:H2B-GFP","Double",50,"[40,60)","DP",6,14.6341463414634
"050118Xim_G6_BA","BA","050118Xim_G6_BA5","Chimera",154,"ICM",49,"ko","CAG:H2B-GFP","Double",50,"[40,60)","DP",0,0
"050118Xim_G6_BA","BA","050118Xim_G6_BA6","Chimera",162,"ICM",36,"het","CAG:H2B-GFP","Double",50,"[60,80)","DP",6,16.6666666666667
"050118Xim_G6_BA","BA","050118Xim_G6_BA7","Chimera",158,"ICM",58,"mosaic","CAG:H2B-GFP","Double",50,"[20,40)","DP",31,53.448275862069
"050118Xim_G6_BA","BA","050118Xim_G6_BA8","Chimera",138,"ICM",68,"ko","CAG:H2B-GFP","Double",50,"[40,60)","DP",0,0
"050118Xim_G6_BA","BA","050118Xim_G6_BA9","Chimera",124,"ICM",36,"ko","CAG:H2B-GFP","Double",50,"[40,60)","DP",0,0
"050718Xim_WT_BB","BB","050718Xim_WT_BB2","Control",155,"ICM",27,"wt","0","Single",0,"[0,20)","DP",7,25.9259259259259
"050718Xim_WT_BB","BB","050718Xim_WT_BB3","Control",111,"ICM",23,"wt","0","Single",0,"[0,20)","DP",0,0
"050718Xim_WT_BB","BB","050718Xim_WT_BB6","Chimera",289,"ICM",73,"wt","CAG:H2B-GFP","Double",50,"[40,60)","DP",14,19.1780821917808
"050718Xim_WT_BB","BB","050718Xim_WT_BB7","Chimera",280,"ICM",86,"wt","CAG:H2B-GFP","Double",50,"[60,80)","DP",26,30.2325581395349
"050718Xim_WT_BB","BB","050718Xim_WT_BB8","Chimera",251,"ICM",54,"wt","CAG:H2B-GFP","Double",50,"[60,80)","DP",15,27.7777777777778
"050718Xim_WT_BB","BB","050718Xim_WT_BB9","Chimera",291,"ICM",81,"wt","CAG:H2B-GFP","Double",50,"[40,60)","DP",11,13.5802469135802
"050718Xim_WT_BC","BC","050718Xim_WT_BC1","Control",148,"ICM",43,"wt","0","Single",0,"[0,20)","DP",0,0
"050718Xim_WT_BC","BC","050718Xim_WT_BC2","Control",145,"ICM",37,"wt","0","Single",0,"[0,20)","DP",0,0
"050718Xim_WT_BC","BC","050718Xim_WT_BC5","Chimera",299,"ICM",64,"wt","CAG:H2B-GFP","Double",50,"[60,80)","DP",8,12.5
"050718Xim_WT_BC","BC","050718Xim_WT_BC6","Chimera",312,"ICM",68,"wt","CAG:H2B-GFP","Double",50,"[20,40)","DP",18,26.4705882352941
"053118Xim_G6_BF","BF","053118Xim_G6_BF1","Control",152,"ICM",34,"wt","0","Single",0,"[0,20)","DP",5,14.7058823529412
"053118Xim_G6_BF","BF","053118Xim_G6_BF11","Chimera",125,"ICM",36,"mosaic","CAG:H2B-GFP","Single",50,"[60,80)","DP",6,16.6666666666667
"053118Xim_G6_BF","BF","053118Xim_G6_BF12","Chimera",136,"ICM",40,"mosaic","CAG:H2B-GFP","Single",50,"[80,100]","DP",3,7.5
"053118Xim_G6_BF","BF","053118Xim_G6_BF13","Chimera",117,"ICM",37,"ko","CAG:H2B-GFP","Single",50,"[60,80)","DP",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF14","Chimera",126,"ICM",39,"ko","CAG:H2B-GFP","Single",50,"[80,100]","DP",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF15","Chimera",121,"ICM",38,"ko","CAG:H2B-GFP","Single",50,"[40,60)","DP",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF2","Control",99,"ICM",8,"wt","0","Single",0,"[0,20)","DP",3,37.5
"053118Xim_G6_BF","BF","053118Xim_G6_BF21","Chimera",138,"ICM",31,"ko","CAG:H2B-GFP","Single",50,"[80,100]","DP",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF22","Chimera",121,"ICM",43,"ko","CAG:H2B-GFP","Single",50,"[40,60)","DP",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF24","Chimera",148,"ICM",44,"ko","CAG:H2B-GFP","Single",50,"[60,80)","DP",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF25","Chimera",131,"ICM",33,"ko","CAG:H2B-GFP","Single",50,"[60,80)","DP",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF26","Chimera",127,"ICM",37,"mosaic","CAG:H2B-GFP","Single",50,"[60,80)","DP",2,5.40540540540541
"053118Xim_G6_BF","BF","053118Xim_G6_BF3","Control",113,"ICM",7,"wt","0","Single",0,"[0,20)","DP",2,28.5714285714286
"053118Xim_G6_BF","BF","053118Xim_G6_BF4","Control",159,"ICM",33,"wt","0","Single",0,"[0,20)","DP",11,33.3333333333333
"053118Xim_G6_BF","BF","053118Xim_G6_BF5","Control",135,"ICM",21,"wt","0","Single",0,"[0,20)","DP",5,23.8095238095238
"053118Xim_G6_BF","BF","053118Xim_G6_BF7","Control",131,"ICM",21,"wt","0","Single",0,"[0,20)","DP",4,19.047619047619
"053118Xim_G6_BG","BG","053118Xim_G6_BG1","Control",103,"ICM",32,"ko","0","Single",0,"[0,20)","DP",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG2","Control",139,"ICM",44,"ko","0","Single",0,"[0,20)","DP",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG3","Control",93,"ICM",13,"het","0","Single",0,"[0,20)","DP",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG4","Control",145,"ICM",29,"het","0","Single",0,"[0,20)","DP",4,13.7931034482759
"053118Xim_G6_BG","BG","053118Xim_G6_BG6","Control",115,"ICM",47,"ko","0","Single",0,"[0,20)","DP",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG7","Control",193,"ICM",27,"het","0","Single",0,"[0,20)","DP",11,40.7407407407407
"053118Xim_G6_BG","BG","053118Xim_G6_BG8","Control",103,"ICM",28,"het","0","Single",0,"[0,20)","DP",2,7.14285714285714
"053118Xim_G6_BG","BG","053118Xim_G6_BG9","Control",71,"ICM",15,"ko","0","Single",0,"[0,20)","DP",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH12","Chimera",95,"ICM",28,"ko","CAG:H2B-GFP","Single",25,"[0,20)","DP",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH13","Chimera",105,"ICM",39,"het","CAG:H2B-GFP","Single",25,"[60,80)","DP",1,2.56410256410256
"061218Xim_G6_BH","BH","061218Xim_G6_BH14","Chimera",157,"ICM",36,"het","CAG:H2B-GFP","Single",25,"[0,20)","DP",2,5.55555555555556
"061218Xim_G6_BH","BH","061218Xim_G6_BH15","Chimera",122,"ICM",31,"het","CAG:H2B-GFP","Single",25,"[20,40)","DP",1,3.2258064516129
"061218Xim_G6_BH","BH","061218Xim_G6_BH16","Chimera",125,"ICM",27,"het","CAG:H2B-GFP","Single",25,"[40,60)","DP",8,29.6296296296296
"061218Xim_G6_BH","BH","061218Xim_G6_BH17","Chimera",129,"ICM",46,"mosaic","CAG:H2B-GFP","Single",25,"[20,40)","DP",10,21.7391304347826
"061218Xim_G6_BH","BH","061218Xim_G6_BH18","Chimera",102,"ICM",33,"ko","CAG:H2B-GFP","Single",25,"[0,20)","DP",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH19","Chimera",129,"ICM",43,"ko","CAG:H2B-GFP","Single",25,"[20,40)","DP",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH2","Control",132,"ICM",19,"wt","0","Single",0,"[0,20)","DP",3,15.7894736842105
"061218Xim_G6_BH","BH","061218Xim_G6_BH20","Chimera",106,"ICM",54,"ko","CAG:H2B-GFP","Single",25,"[0,20)","DP",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH21","Chimera",124,"ICM",35,"ko","CAG:H2B-GFP","Single",25,"[0,20)","DP",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH22","Chimera",104,"ICM",34,"ko","CAG:H2B-GFP","Single",75,"[20,40)","DP",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH23","Chimera",122,"ICM",23,"het","CAG:H2B-GFP","Single",75,"[60,80)","DP",1,4.34782608695652
"061218Xim_G6_BH","BH","061218Xim_G6_BH24","Chimera",157,"ICM",33,"ko","CAG:H2B-GFP","Single",75,"[60,80)","DP",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH25","Chimera",149,"ICM",23,"ko","CAG:H2B-GFP","Single",75,"[80,100]","DP",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH26","Chimera",156,"ICM",44,"ko","CAG:H2B-GFP","Single",75,"[80,100]","DP",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH27","Chimera",126,"ICM",41,"ko","CAG:H2B-GFP","Single",75,"[40,60)","DP",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH3","Control",137,"ICM",22,"wt","0","Single",0,"[0,20)","DP",6,27.2727272727273
"061218Xim_G6_BH","BH","061218Xim_G6_BH4","Control",118,"ICM",14,"wt","0","Single",0,"[0,20)","DP",2,14.2857142857143
"061218Xim_G6_BH","BH","061218Xim_G6_BH5","Control",139,"ICM",19,"wt","0","Single",0,"[0,20)","DP",4,21.0526315789474
"011017Xim_WT_AB","AB","011017Xim_WT_AB1","Chimera",86,"ICM",32,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI",8,25
"011017Xim_WT_AB","AB","011017Xim_WT_AB10","Chimera",82,"ICM",19,"wt","CAG:H2B-GFP","Single",50,"[40,60)","EPI",2,10.5263157894737
"011017Xim_WT_AB","AB","011017Xim_WT_AB2","Chimera",73,"ICM",24,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI",3,12.5
"011017Xim_WT_AB","AB","011017Xim_WT_AB3","Chimera",92,"ICM",31,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI",1,3.2258064516129
"011017Xim_WT_AB","AB","011017Xim_WT_AB4","Chimera",84,"ICM",23,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI",4,17.3913043478261
"011017Xim_WT_AB","AB","011017Xim_WT_AB5","Chimera",102,"ICM",33,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI",2,6.06060606060606
"011017Xim_WT_AB","AB","011017Xim_WT_AB6","Chimera",60,"ICM",18,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI",2,11.1111111111111
"011017Xim_WT_AB","AB","011017Xim_WT_AB7","Chimera",57,"ICM",18,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI",4,22.2222222222222
"011017Xim_WT_AB","AB","011017Xim_WT_AB8","Chimera",87,"ICM",30,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI",0,0
"011017Xim_WT_AB","AB","011017Xim_WT_AB9","Chimera",94,"ICM",30,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI",6,20
"011217Xim_WT_AC","AC","011217Xim_WT_AC1","Chimera",103,"ICM",18,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",3,16.6666666666667
"011217Xim_WT_AC","AC","011217Xim_WT_AC2","Chimera",80,"ICM",15,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI",3,20
"011217Xim_WT_AC","AC","011217Xim_WT_AC3","Chimera",77,"ICM",12,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",3,25
"011217Xim_WT_AC","AC","011217Xim_WT_AC4","Chimera",74,"ICM",7,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",1,14.2857142857143
"011217Xim_WT_AC","AC","011217Xim_WT_AC5","Chimera",96,"ICM",9,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",5,55.5555555555556
"011317Xim_WT_AD","AD","011317Xim_WT_AD1","Chimera",59,"ICM",9,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD2","Chimera",42,"ICM",8,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",1,12.5
"011317Xim_WT_AD","AD","011317Xim_WT_AD3","Chimera",58,"ICM",6,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD4","Chimera",79,"ICM",14,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD5","Chimera",96,"ICM",17,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD6","Chimera",62,"ICM",13,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD7","Chimera",76,"ICM",9,"wt","CAG:H2B-GFP","Single",75,"[20,40)","EPI",1,11.1111111111111
"011317Xim_WT_AD","AD","011317Xim_WT_AD8","Chimera",77,"ICM",11,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI",2,18.1818181818182
"011317Xim_WT_AD","AD","011317Xim_WT_AD9","Chimera",86,"ICM",19,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI",2,10.5263157894737
"011517Xim_WT_AE","AE","011517Xim_WT_AE1","Chimera",89,"ICM",11,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI",3,27.2727272727273
"011517Xim_WT_AE","AE","011517Xim_WT_AE10","Control",109,"ICM",24,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI",4,16.6666666666667
"011517Xim_WT_AE","AE","011517Xim_WT_AE3","Chimera",95,"ICM",15,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI",6,40
"011517Xim_WT_AE","AE","011517Xim_WT_AE4","Chimera",67,"ICM",10,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI",0,0
"011517Xim_WT_AE","AE","011517Xim_WT_AE5","Chimera",68,"ICM",13,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI",3,23.0769230769231
"011517Xim_WT_AE","AE","011517Xim_WT_AE6","Control",110,"ICM",14,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI",2,14.2857142857143
"011517Xim_WT_AE","AE","011517Xim_WT_AE7","Control",114,"ICM",18,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI",1,5.55555555555556
"011517Xim_WT_AE","AE","011517Xim_WT_AE8","Control",98,"ICM",15,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI",4,26.6666666666667
"011517Xim_WT_AE","AE","011517Xim_WT_AE9","Control",106,"ICM",17,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF10","Chimera",78,"ICM",18,"ko","CAG:H2B-GFP","Single",50,"[40,60)","EPI",9,50
"012017Xim_G6_AF","AF","012017Xim_G6_AF11","Chimera",97,"ICM",24,"ko","CAG:H2B-GFP","Single",50,"[40,60)","EPI",10,41.6666666666667
"012017Xim_G6_AF","AF","012017Xim_G6_AF12","Chimera",103,"ICM",17,"het","CAG:H2B-GFP","Single",50,"[60,80)","EPI",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF13","Chimera",87,"ICM",8,"het","CAG:H2B-GFP","Single",50,"[20,40)","EPI",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF14","Control",96,"ICM",18,"wt","0","Single",0,"[0,20)","EPI",12,66.6666666666667
"012017Xim_G6_AF","AF","012017Xim_G6_AF15","Control",105,"ICM",37,"wt","0","Single",0,"[0,20)","EPI",18,48.6486486486487
"012017Xim_G6_AF","AF","012017Xim_G6_AF16","Control",67,"ICM",14,"wt","0","Single",0,"[0,20)","EPI",9,64.2857142857143
"012017Xim_G6_AF","AF","012017Xim_G6_AF17","Control",123,"ICM",17,"wt","0","Single",0,"[0,20)","EPI",12,70.5882352941177
"012017Xim_G6_AF","AF","012017Xim_G6_AF3","Chimera",65,"ICM",16,"het","CAG:H2B-GFP","Single",50,"[40,60)","EPI",3,18.75
"012017Xim_G6_AF","AF","012017Xim_G6_AF4","Chimera",99,"ICM",17,"het","CAG:H2B-GFP","Single",50,"[80,100]","EPI",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF5","Chimera",74,"ICM",26,"het","CAG:H2B-GFP","Single",50,"[40,60)","EPI",5,19.2307692307692
"012017Xim_G6_AF","AF","012017Xim_G6_AF6","Chimera",79,"ICM",18,"ko","CAG:H2B-GFP","Single",50,"[40,60)","EPI",10,55.5555555555556
"012017Xim_G6_AF","AF","012017Xim_G6_AF7","Chimera",51,"ICM",13,"het","CAG:H2B-GFP","Single",50,"[20,40)","EPI",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF8","Chimera",70,"ICM",16,"het","CAG:H2B-GFP","Single",50,"[0,20)","EPI",1,6.25
"012017Xim_G6_AF","AF","012017Xim_G6_AF9","Chimera",91,"ICM",13,"het","CAG:H2B-GFP","Single",50,"[60,80)","EPI",3,23.0769230769231
"020117Xim_WT_AH","AH","020117Xim_WT_AH1","Chimera",81,"ICM",21,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI",1,4.76190476190476
"020117Xim_WT_AH","AH","020117Xim_WT_AH2","Chimera",47,"ICM",11,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI",1,9.09090909090909
"020117Xim_WT_AH","AH","020117Xim_WT_AH3","Chimera",70,"ICM",17,"wt","CAG:H2B-GFP","Single",50,"[40,60)","EPI",0,0
"020117Xim_WT_AH","AH","020117Xim_WT_AH4","Chimera",108,"ICM",23,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI",1,4.34782608695652
"020117Xim_WT_AH","AH","020117Xim_WT_AH5","Chimera",76,"ICM",13,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI",1,7.69230769230769
"020117Xim_WT_AH","AH","020117Xim_WT_AH6","Chimera",47,"ICM",6,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI",2,33.3333333333333
"020817Xim_WT_AI","AI","020817Xim_WT_AI1","Control",84,"ICM",8,"wt","0","Single",0,"[0,20)","EPI",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI10","Chimera",61,"ICM",18,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI",4,22.2222222222222
"020817Xim_WT_AI","AI","020817Xim_WT_AI11","Chimera",102,"ICM",10,"wt","CAG:H2B-GFP","Single",25,"[60,80)","EPI",1,10
"020817Xim_WT_AI","AI","020817Xim_WT_AI12","Chimera",75,"ICM",4,"wt","CAG:H2B-GFP","Single",25,"[60,80)","EPI",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI13","Chimera",60,"ICM",11,"wt","CAG:H2B-GFP","Single",25,"[80,100]","EPI",4,36.3636363636364
"020817Xim_WT_AI","AI","020817Xim_WT_AI14","Chimera",96,"ICM",18,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI",3,16.6666666666667
"020817Xim_WT_AI","AI","020817Xim_WT_AI15","Chimera",91,"ICM",15,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI16","Chimera",93,"ICM",31,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI",7,22.5806451612903
"020817Xim_WT_AI","AI","020817Xim_WT_AI17","Chimera",121,"ICM",20,"wt","CAG:H2B-GFP","Single",25,"[80,100]","EPI",2,10
"020817Xim_WT_AI","AI","020817Xim_WT_AI18","Chimera",85,"ICM",14,"wt","CAG:H2B-GFP","Single",25,"[60,80)","EPI",3,21.4285714285714
"020817Xim_WT_AI","AI","020817Xim_WT_AI19","Chimera",90,"ICM",19,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI",11,57.8947368421053
"020817Xim_WT_AI","AI","020817Xim_WT_AI2","Control",107,"ICM",12,"wt","0","Single",0,"[0,20)","EPI",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI20","Chimera",118,"ICM",15,"wt","CAG:H2B-GFP","Single",25,"[80,100]","EPI",4,26.6666666666667
"020817Xim_WT_AI","AI","020817Xim_WT_AI3","Control",114,"ICM",18,"wt","0","Single",0,"[0,20)","EPI",1,5.55555555555556
"020817Xim_WT_AI","AI","020817Xim_WT_AI4","Control",112,"ICM",20,"wt","0","Single",0,"[0,20)","EPI",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI5","Control",96,"ICM",11,"wt","0","Single",0,"[0,20)","EPI",1,9.09090909090909
"020817Xim_WT_AI","AI","020817Xim_WT_AI6","Control",103,"ICM",18,"wt","0","Single",0,"[0,20)","EPI",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI7","Control",105,"ICM",23,"wt","0","Single",0,"[0,20)","EPI",2,8.69565217391304
"020817Xim_WT_AI","AI","020817Xim_WT_AI8","Control",97,"ICM",23,"wt","0","Single",0,"[0,20)","EPI",2,8.69565217391304
"020817Xim_WT_AI","AI","020817Xim_WT_AI9","Chimera",78,"ICM",15,"wt","CAG:H2B-GFP","Single",25,"[60,80)","EPI",1,6.66666666666667
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ1","Control",89,"ICM",18,"wt","0","Single",0,"[0,20)","EPI",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ10","Chimera",99,"ICM",12,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ11","Chimera",81,"ICM",10,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI",1,10
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ12","Chimera",86,"ICM",11,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ13","Chimera",91,"ICM",12,"wt","CAG:H2B-GFP","Single",25,"[40,60)","EPI",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ14","Chimera",112,"ICM",13,"wt","CAG:H2B-GFP","Single",25,"[20,40)","EPI",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ15","Chimera",78,"ICM",9,"wt","CAG:H2B-GFP","Single",25,"[40,60)","EPI",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ2","Control",89,"ICM",15,"wt","0","Single",0,"[0,20)","EPI",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ3","Control",102,"ICM",20,"wt","0","Single",0,"[0,20)","EPI",2,10
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ4","Chimera",59,"ICM",7,"wt","CAG:H2B-GFP","Single",25,"[80,100]","EPI",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ5","Chimera",102,"ICM",24,"wt","CAG:H2B-GFP","Single",25,"[40,60)","EPI",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ6","Chimera",58,"ICM",10,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI",1,10
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ7","Chimera",94,"ICM",12,"wt","CAG:H2B-GFP","Single",25,"[20,40)","EPI",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ8","Chimera",106,"ICM",14,"wt","CAG:H2B-GFP","Single",25,"[60,80)","EPI",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ9","Chimera",90,"ICM",12,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI",2,16.6666666666667
"022417Xim_WT_AK","AK","022417Xim_WT_AK1","Chimera",227,"ICM",32,"wt","CAG:H2B-GFP","Double",50,"[0,20)","EPI",0,0
"022417Xim_WT_AK","AK","022417Xim_WT_AK10","Control",86,"ICM",17,"ko","0","Single",0,"[0,20)","EPI",9,52.9411764705882
"022417Xim_WT_AK","AK","022417Xim_WT_AK2","Chimera",265,"ICM",45,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI",1,2.22222222222222
"022417Xim_WT_AK","AK","022417Xim_WT_AK3","Chimera",270,"ICM",52,"wt","CAG:H2B-GFP","Double",50,"[20,40)","EPI",0,0
"022417Xim_WT_AK","AK","022417Xim_WT_AK4","Control",86,"ICM",29,"het","0","Single",0,"[0,20)","EPI",0,0
"022417Xim_WT_AK","AK","022417Xim_WT_AK5","Control",144,"ICM",32,"wt","0","Single",0,"[0,20)","EPI",3,9.375
"022417Xim_WT_AK","AK","022417Xim_WT_AK6","Control",134,"ICM",23,"wt","0","Single",0,"[0,20)","EPI",1,4.34782608695652
"022417Xim_WT_AK","AK","022417Xim_WT_AK7","Control",115,"ICM",15,"wt","0","Single",0,"[0,20)","EPI",0,0
"022417Xim_WT_AK","AK","022417Xim_WT_AK8","Control",112,"ICM",7,"het","0","Single",0,"[0,20)","EPI",0,0
"030117Xim_WT_AL","AL","030117Xim_WT_AL1","Chimera",114,"ICM",17,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI",4,23.5294117647059
"030117Xim_WT_AL","AL","030117Xim_WT_AL2","Chimera",102,"ICM",24,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",4,16.6666666666667
"030117Xim_WT_AL","AL","030117Xim_WT_AL3","Chimera",83,"ICM",18,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",8,44.4444444444444
"030117Xim_WT_AL","AL","030117Xim_WT_AL4","Chimera",102,"ICM",15,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",4,26.6666666666667
"030117Xim_WT_AL","AL","030117Xim_WT_AL5","Chimera",115,"ICM",15,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",6,40
"030117Xim_WT_AL","AL","030117Xim_WT_AL6","Chimera",99,"ICM",20,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",2,10
"030117Xim_WT_AL","AL","030117Xim_WT_AL7","Chimera",98,"ICM",17,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI",3,17.6470588235294
"030117Xim_WT_AL","AL","030117Xim_WT_AL8","Control",108,"ICM",21,"wt","0","Single",0,"[0,20)","EPI",7,33.3333333333333
"030217Xim_WT_AM","AM","030217Xim_WT_AM1","Chimera",168,"ICM",36,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI",7,19.4444444444444
"030217Xim_WT_AM","AM","030217Xim_WT_AM2","Chimera",134,"ICM",26,"wt","CAG:H2B-GFP","Double",50,"[20,40)","EPI",8,30.7692307692308
"030217Xim_WT_AM","AM","030217Xim_WT_AM3","Chimera",171,"ICM",39,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI",2,5.12820512820513
"030217Xim_WT_AM","AM","030217Xim_WT_AM4","Chimera",192,"ICM",44,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI",1,2.27272727272727
