"Experiment","Litter","Embryo_ID","Treatment","Cellcount","TE_ICM","icm.count","H_genotype","D_genotype","Embryo_size","t0.donor","donor.end","Identity.hc","lin.count","pc.icm"
"042617Xim_G6_AR","AR","042617Xim_G6_AR6","Chimera",90,"ICM",11,"het","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",0,0
"042617Xim_G6_AR","AR","042617Xim_G6_AR8","Chimera",114,"ICM",16,"het","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"042617Xim_G6_AR","AR","042617Xim_G6_AR9","Chimera",105,"ICM",29,"het","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",5,17.2413793103448
"050118Xim_G6_BA","BA","050118Xim_G6_BA1","Control",110,"ICM",20,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"050118Xim_G6_BA","BA","050118Xim_G6_BA2","Control",91,"ICM",20,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"050118Xim_G6_BA","BA","050118Xim_G6_BA3","Chimera",132,"ICM",27,"mosaic","CAG:H2B-GFP","Double",50,"[60,80)","EPI.lo",0,0
"050118Xim_G6_BA","BA","050118Xim_G6_BA4","Chimera",143,"ICM",41,"het","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",1,2.4390243902439
"050118Xim_G6_BA","BA","050118Xim_G6_BA5","Chimera",154,"ICM",49,"ko","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",0,0
"050118Xim_G6_BA","BA","050118Xim_G6_BA6","Chimera",162,"ICM",36,"het","CAG:H2B-GFP","Double",50,"[60,80)","EPI.lo",0,0
"050118Xim_G6_BA","BA","050118Xim_G6_BA7","Chimera",158,"ICM",58,"mosaic","CAG:H2B-GFP","Double",50,"[20,40)","EPI.lo",0,0
"050118Xim_G6_BA","BA","050118Xim_G6_BA8","Chimera",138,"ICM",68,"ko","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",7,10.2941176470588
"050118Xim_G6_BA","BA","050118Xim_G6_BA9","Chimera",124,"ICM",36,"ko","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",7,19.4444444444444
"050718Xim_WT_BB","BB","050718Xim_WT_BB2","Control",155,"ICM",27,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"050718Xim_WT_BB","BB","050718Xim_WT_BB3","Control",111,"ICM",23,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"050718Xim_WT_BB","BB","050718Xim_WT_BB6","Chimera",289,"ICM",73,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",2,2.73972602739726
"050718Xim_WT_BB","BB","050718Xim_WT_BB7","Chimera",280,"ICM",86,"wt","CAG:H2B-GFP","Double",50,"[60,80)","EPI.lo",0,0
"050718Xim_WT_BB","BB","050718Xim_WT_BB8","Chimera",251,"ICM",54,"wt","CAG:H2B-GFP","Double",50,"[60,80)","EPI.lo",0,0
"050718Xim_WT_BB","BB","050718Xim_WT_BB9","Chimera",291,"ICM",81,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",1,1.23456790123457
"050718Xim_WT_BC","BC","050718Xim_WT_BC1","Control",148,"ICM",43,"wt","0","Single",0,"[0,20)","EPI.lo",2,4.65116279069767
"050718Xim_WT_BC","BC","050718Xim_WT_BC2","Control",145,"ICM",37,"wt","0","Single",0,"[0,20)","EPI.lo",13,35.1351351351351
"050718Xim_WT_BC","BC","050718Xim_WT_BC5","Chimera",299,"ICM",64,"wt","CAG:H2B-GFP","Double",50,"[60,80)","EPI.lo",1,1.5625
"050718Xim_WT_BC","BC","050718Xim_WT_BC6","Chimera",312,"ICM",68,"wt","CAG:H2B-GFP","Double",50,"[20,40)","EPI.lo",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF1","Control",152,"ICM",34,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF11","Chimera",125,"ICM",36,"mosaic","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",2,5.55555555555556
"053118Xim_G6_BF","BF","053118Xim_G6_BF12","Chimera",136,"ICM",40,"mosaic","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF13","Chimera",117,"ICM",37,"ko","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",2,5.40540540540541
"053118Xim_G6_BF","BF","053118Xim_G6_BF14","Chimera",126,"ICM",39,"ko","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF15","Chimera",121,"ICM",38,"ko","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",10,26.3157894736842
"053118Xim_G6_BF","BF","053118Xim_G6_BF2","Control",99,"ICM",8,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF21","Chimera",138,"ICM",31,"ko","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF22","Chimera",121,"ICM",43,"ko","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",13,30.2325581395349
"053118Xim_G6_BF","BF","053118Xim_G6_BF24","Chimera",148,"ICM",44,"ko","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",4,9.09090909090909
"053118Xim_G6_BF","BF","053118Xim_G6_BF25","Chimera",131,"ICM",33,"ko","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",7,21.2121212121212
"053118Xim_G6_BF","BF","053118Xim_G6_BF26","Chimera",127,"ICM",37,"mosaic","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",2,5.40540540540541
"053118Xim_G6_BF","BF","053118Xim_G6_BF3","Control",113,"ICM",7,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF4","Control",159,"ICM",33,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF5","Control",135,"ICM",21,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF7","Control",131,"ICM",21,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG1","Control",103,"ICM",32,"ko","0","Single",0,"[0,20)","EPI.lo",22,68.75
"053118Xim_G6_BG","BG","053118Xim_G6_BG2","Control",139,"ICM",44,"ko","0","Single",0,"[0,20)","EPI.lo",38,86.3636363636364
"053118Xim_G6_BG","BG","053118Xim_G6_BG3","Control",93,"ICM",13,"het","0","Single",0,"[0,20)","EPI.lo",2,15.3846153846154
"053118Xim_G6_BG","BG","053118Xim_G6_BG4","Control",145,"ICM",29,"het","0","Single",0,"[0,20)","EPI.lo",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG6","Control",115,"ICM",47,"ko","0","Single",0,"[0,20)","EPI.lo",29,61.7021276595745
"053118Xim_G6_BG","BG","053118Xim_G6_BG7","Control",193,"ICM",27,"het","0","Single",0,"[0,20)","EPI.lo",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG8","Control",103,"ICM",28,"het","0","Single",0,"[0,20)","EPI.lo",2,7.14285714285714
"053118Xim_G6_BG","BG","053118Xim_G6_BG9","Control",71,"ICM",15,"ko","0","Single",0,"[0,20)","EPI.lo",6,40
"061218Xim_G6_BH","BH","061218Xim_G6_BH12","Chimera",95,"ICM",28,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",28,100
"061218Xim_G6_BH","BH","061218Xim_G6_BH13","Chimera",105,"ICM",39,"het","CAG:H2B-GFP","Single",25,"[60,80)","EPI.lo",6,15.3846153846154
"061218Xim_G6_BH","BH","061218Xim_G6_BH14","Chimera",157,"ICM",36,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",10,27.7777777777778
"061218Xim_G6_BH","BH","061218Xim_G6_BH15","Chimera",122,"ICM",31,"het","CAG:H2B-GFP","Single",25,"[20,40)","EPI.lo",9,29.0322580645161
"061218Xim_G6_BH","BH","061218Xim_G6_BH16","Chimera",125,"ICM",27,"het","CAG:H2B-GFP","Single",25,"[40,60)","EPI.lo",4,14.8148148148148
"061218Xim_G6_BH","BH","061218Xim_G6_BH17","Chimera",129,"ICM",46,"mosaic","CAG:H2B-GFP","Single",25,"[20,40)","EPI.lo",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH18","Chimera",102,"ICM",33,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",33,100
"061218Xim_G6_BH","BH","061218Xim_G6_BH19","Chimera",129,"ICM",43,"ko","CAG:H2B-GFP","Single",25,"[20,40)","EPI.lo",36,83.7209302325581
"061218Xim_G6_BH","BH","061218Xim_G6_BH2","Control",132,"ICM",19,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH20","Chimera",106,"ICM",54,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",35,64.8148148148148
"061218Xim_G6_BH","BH","061218Xim_G6_BH21","Chimera",124,"ICM",35,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",22,62.8571428571429
"061218Xim_G6_BH","BH","061218Xim_G6_BH22","Chimera",104,"ICM",34,"ko","CAG:H2B-GFP","Single",75,"[20,40)","EPI.lo",16,47.0588235294118
"061218Xim_G6_BH","BH","061218Xim_G6_BH23","Chimera",122,"ICM",23,"het","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH24","Chimera",157,"ICM",33,"ko","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",10,30.3030303030303
"061218Xim_G6_BH","BH","061218Xim_G6_BH25","Chimera",149,"ICM",23,"ko","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",1,4.34782608695652
"061218Xim_G6_BH","BH","061218Xim_G6_BH26","Chimera",156,"ICM",44,"ko","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",7,15.9090909090909
"061218Xim_G6_BH","BH","061218Xim_G6_BH27","Chimera",126,"ICM",41,"ko","CAG:H2B-GFP","Single",75,"[40,60)","EPI.lo",28,68.2926829268293
"061218Xim_G6_BH","BH","061218Xim_G6_BH3","Control",137,"ICM",22,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH4","Control",118,"ICM",14,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH5","Control",139,"ICM",19,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"011017Xim_WT_AB","AB","011017Xim_WT_AB1","Chimera",86,"TE",32,"wt","CAG:H2B-GFP","Single",50,"[20,40)","TE",54,168.75
"011017Xim_WT_AB","AB","011017Xim_WT_AB10","Chimera",82,"TE",19,"wt","CAG:H2B-GFP","Single",50,"[40,60)","TE",63,331.578947368421
"011017Xim_WT_AB","AB","011017Xim_WT_AB2","Chimera",73,"TE",24,"wt","CAG:H2B-GFP","Single",50,"[60,80)","TE",49,204.166666666667
"011017Xim_WT_AB","AB","011017Xim_WT_AB3","Chimera",92,"TE",31,"wt","CAG:H2B-GFP","Single",50,"[60,80)","TE",61,196.774193548387
"011017Xim_WT_AB","AB","011017Xim_WT_AB4","Chimera",84,"TE",23,"wt","CAG:H2B-GFP","Single",50,"[20,40)","TE",61,265.217391304348
"011017Xim_WT_AB","AB","011017Xim_WT_AB5","Chimera",102,"TE",33,"wt","CAG:H2B-GFP","Single",50,"[80,100]","TE",69,209.090909090909
"011017Xim_WT_AB","AB","011017Xim_WT_AB6","Chimera",60,"TE",18,"wt","CAG:H2B-GFP","Single",50,"[60,80)","TE",42,233.333333333333
"011017Xim_WT_AB","AB","011017Xim_WT_AB7","Chimera",57,"TE",18,"wt","CAG:H2B-GFP","Single",50,"[80,100]","TE",39,216.666666666667
"011017Xim_WT_AB","AB","011017Xim_WT_AB8","Chimera",87,"TE",30,"wt","CAG:H2B-GFP","Single",50,"[20,40)","TE",57,190
"011017Xim_WT_AB","AB","011017Xim_WT_AB9","Chimera",94,"TE",30,"wt","CAG:H2B-GFP","Single",50,"[20,40)","TE",64,213.333333333333
"011217Xim_WT_AC","AC","011217Xim_WT_AC1","Chimera",103,"TE",18,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",85,472.222222222222
"011217Xim_WT_AC","AC","011217Xim_WT_AC2","Chimera",80,"TE",15,"wt","CAG:H2B-GFP","Single",75,"[60,80)","TE",65,433.333333333333
"011217Xim_WT_AC","AC","011217Xim_WT_AC3","Chimera",77,"TE",12,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",65,541.666666666667
"011217Xim_WT_AC","AC","011217Xim_WT_AC4","Chimera",74,"TE",7,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",67,957.142857142857
"011217Xim_WT_AC","AC","011217Xim_WT_AC5","Chimera",96,"TE",9,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",87,966.666666666667
"011317Xim_WT_AD","AD","011317Xim_WT_AD1","Chimera",59,"TE",9,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",50,555.555555555556
"011317Xim_WT_AD","AD","011317Xim_WT_AD2","Chimera",42,"TE",8,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",34,425
"011317Xim_WT_AD","AD","011317Xim_WT_AD3","Chimera",58,"TE",6,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",52,866.666666666667
"011317Xim_WT_AD","AD","011317Xim_WT_AD4","Chimera",79,"TE",14,"wt","CAG:H2B-GFP","Single",75,"[60,80)","TE",65,464.285714285714
"011317Xim_WT_AD","AD","011317Xim_WT_AD5","Chimera",96,"TE",17,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",79,464.705882352941
"011317Xim_WT_AD","AD","011317Xim_WT_AD6","Chimera",62,"TE",13,"wt","CAG:H2B-GFP","Single",75,"[60,80)","TE",49,376.923076923077
"011317Xim_WT_AD","AD","011317Xim_WT_AD7","Chimera",76,"TE",9,"wt","CAG:H2B-GFP","Single",75,"[20,40)","TE",67,744.444444444444
"011317Xim_WT_AD","AD","011317Xim_WT_AD8","Chimera",77,"TE",11,"wt","CAG:H2B-GFP","Single",75,"[60,80)","TE",66,600
"011317Xim_WT_AD","AD","011317Xim_WT_AD9","Chimera",86,"TE",19,"wt","CAG:H2B-GFP","Single",75,"[60,80)","TE",67,352.631578947368
"011517Xim_WT_AE","AE","011517Xim_WT_AE1","Chimera",89,"TE",11,"wt","CAG:H2B-GFP","Single",50,"[20,40)","TE",78,709.090909090909
"011517Xim_WT_AE","AE","011517Xim_WT_AE10","Control",109,"TE",24,"CAG:H2B-GFP",NA,"Single",0,"[0,20)","TE",85,354.166666666667
"011517Xim_WT_AE","AE","011517Xim_WT_AE3","Chimera",95,"TE",15,"wt","CAG:H2B-GFP","Single",50,"[80,100]","TE",80,533.333333333333
"011517Xim_WT_AE","AE","011517Xim_WT_AE4","Chimera",67,"TE",10,"wt","CAG:H2B-GFP","Single",50,"[20,40)","TE",57,570
"011517Xim_WT_AE","AE","011517Xim_WT_AE5","Chimera",68,"TE",13,"wt","CAG:H2B-GFP","Single",50,"[20,40)","TE",55,423.076923076923
"011517Xim_WT_AE","AE","011517Xim_WT_AE6","Control",110,"TE",14,"CAG:H2B-GFP",NA,"Single",0,"[0,20)","TE",96,685.714285714286
"011517Xim_WT_AE","AE","011517Xim_WT_AE7","Control",114,"TE",18,"CAG:H2B-GFP",NA,"Single",0,"[0,20)","TE",96,533.333333333333
"011517Xim_WT_AE","AE","011517Xim_WT_AE8","Control",98,"TE",15,"CAG:H2B-GFP",NA,"Single",0,"[0,20)","TE",83,553.333333333333
"011517Xim_WT_AE","AE","011517Xim_WT_AE9","Control",106,"TE",17,"CAG:H2B-GFP",NA,"Single",0,"[0,20)","TE",89,523.529411764706
"012017Xim_G6_AF","AF","012017Xim_G6_AF10","Chimera",78,"TE",18,"ko","CAG:H2B-GFP","Single",50,"[40,60)","TE",60,333.333333333333
"012017Xim_G6_AF","AF","012017Xim_G6_AF11","Chimera",97,"TE",24,"ko","CAG:H2B-GFP","Single",50,"[40,60)","TE",73,304.166666666667
"012017Xim_G6_AF","AF","012017Xim_G6_AF12","Chimera",103,"TE",17,"het","CAG:H2B-GFP","Single",50,"[60,80)","TE",86,505.882352941176
"012017Xim_G6_AF","AF","012017Xim_G6_AF13","Chimera",87,"TE",8,"het","CAG:H2B-GFP","Single",50,"[20,40)","TE",79,987.5
"012017Xim_G6_AF","AF","012017Xim_G6_AF14","Control",96,"TE",18,"wt",NA,"Single",0,"[0,20)","TE",78,433.333333333333
"012017Xim_G6_AF","AF","012017Xim_G6_AF15","Control",105,"TE",37,"wt",NA,"Single",0,"[0,20)","TE",68,183.783783783784
"012017Xim_G6_AF","AF","012017Xim_G6_AF16","Control",67,"TE",14,"wt",NA,"Single",0,"[0,20)","TE",53,378.571428571429
"012017Xim_G6_AF","AF","012017Xim_G6_AF17","Control",123,"TE",17,"wt",NA,"Single",0,"[0,20)","TE",106,623.529411764706
"012017Xim_G6_AF","AF","012017Xim_G6_AF3","Chimera",65,"TE",16,"het","CAG:H2B-GFP","Single",50,"[40,60)","TE",49,306.25
"012017Xim_G6_AF","AF","012017Xim_G6_AF4","Chimera",99,"TE",17,"het","CAG:H2B-GFP","Single",50,"[80,100]","TE",82,482.352941176471
"012017Xim_G6_AF","AF","012017Xim_G6_AF5","Chimera",74,"TE",26,"het","CAG:H2B-GFP","Single",50,"[40,60)","TE",48,184.615384615385
"012017Xim_G6_AF","AF","012017Xim_G6_AF6","Chimera",79,"TE",18,"ko","CAG:H2B-GFP","Single",50,"[40,60)","TE",61,338.888888888889
"012017Xim_G6_AF","AF","012017Xim_G6_AF7","Chimera",51,"TE",13,"het","CAG:H2B-GFP","Single",50,"[20,40)","TE",38,292.307692307692
"012017Xim_G6_AF","AF","012017Xim_G6_AF8","Chimera",70,"TE",16,"het","CAG:H2B-GFP","Single",50,"[0,20)","TE",54,337.5
"012017Xim_G6_AF","AF","012017Xim_G6_AF9","Chimera",91,"TE",13,"het","CAG:H2B-GFP","Single",50,"[60,80)","TE",78,600
"020117Xim_WT_AH","AH","020117Xim_WT_AH1","Chimera",81,"TE",21,"wt","CAG:H2B-GFP","Single",50,"[20,40)","TE",60,285.714285714286
"020117Xim_WT_AH","AH","020117Xim_WT_AH2","Chimera",47,"TE",11,"wt","CAG:H2B-GFP","Single",50,"[80,100]","TE",36,327.272727272727
"020117Xim_WT_AH","AH","020117Xim_WT_AH3","Chimera",70,"TE",17,"wt","CAG:H2B-GFP","Single",50,"[40,60)","TE",53,311.764705882353
"020117Xim_WT_AH","AH","020117Xim_WT_AH4","Chimera",108,"TE",23,"wt","CAG:H2B-GFP","Single",50,"[60,80)","TE",85,369.565217391304
"020117Xim_WT_AH","AH","020117Xim_WT_AH5","Chimera",76,"TE",13,"wt","CAG:H2B-GFP","Single",50,"[20,40)","TE",63,484.615384615385
"020117Xim_WT_AH","AH","020117Xim_WT_AH6","Chimera",47,"TE",6,"wt","CAG:H2B-GFP","Single",50,"[80,100]","TE",41,683.333333333333
"020817Xim_WT_AI","AI","020817Xim_WT_AI1","Control",84,"TE",8,"wt",NA,"Single",0,"[0,20)","TE",76,950
"020817Xim_WT_AI","AI","020817Xim_WT_AI10","Chimera",61,"TE",18,"wt","CAG:H2B-GFP","Single",25,"[0,20)","TE",43,238.888888888889
"020817Xim_WT_AI","AI","020817Xim_WT_AI11","Chimera",102,"TE",10,"wt","CAG:H2B-GFP","Single",25,"[60,80)","TE",92,920
"020817Xim_WT_AI","AI","020817Xim_WT_AI12","Chimera",75,"TE",4,"wt","CAG:H2B-GFP","Single",25,"[60,80)","TE",71,1775
"020817Xim_WT_AI","AI","020817Xim_WT_AI13","Chimera",60,"TE",11,"wt","CAG:H2B-GFP","Single",25,"[80,100]","TE",49,445.454545454545
"020817Xim_WT_AI","AI","020817Xim_WT_AI14","Chimera",96,"TE",18,"wt","CAG:H2B-GFP","Single",25,"[0,20)","TE",78,433.333333333333
"020817Xim_WT_AI","AI","020817Xim_WT_AI15","Chimera",91,"TE",15,"wt","CAG:H2B-GFP","Single",25,"[0,20)","TE",76,506.666666666667
"020817Xim_WT_AI","AI","020817Xim_WT_AI16","Chimera",93,"TE",31,"wt","CAG:H2B-GFP","Single",25,"[0,20)","TE",62,200
"020817Xim_WT_AI","AI","020817Xim_WT_AI17","Chimera",121,"TE",20,"wt","CAG:H2B-GFP","Single",25,"[80,100]","TE",101,505
"020817Xim_WT_AI","AI","020817Xim_WT_AI18","Chimera",85,"TE",14,"wt","CAG:H2B-GFP","Single",25,"[60,80)","TE",71,507.142857142857
"020817Xim_WT_AI","AI","020817Xim_WT_AI19","Chimera",90,"TE",19,"wt","CAG:H2B-GFP","Single",25,"[0,20)","TE",71,373.684210526316
"020817Xim_WT_AI","AI","020817Xim_WT_AI2","Control",107,"TE",12,"wt",NA,"Single",0,"[0,20)","TE",95,791.666666666667
"020817Xim_WT_AI","AI","020817Xim_WT_AI20","Chimera",118,"TE",15,"wt","CAG:H2B-GFP","Single",25,"[80,100]","TE",103,686.666666666667
"020817Xim_WT_AI","AI","020817Xim_WT_AI3","Control",114,"TE",18,"wt",NA,"Single",0,"[0,20)","TE",96,533.333333333333
"020817Xim_WT_AI","AI","020817Xim_WT_AI4","Control",112,"TE",20,"wt",NA,"Single",0,"[0,20)","TE",92,460
"020817Xim_WT_AI","AI","020817Xim_WT_AI5","Control",96,"TE",11,"wt",NA,"Single",0,"[0,20)","TE",85,772.727272727273
"020817Xim_WT_AI","AI","020817Xim_WT_AI6","Control",103,"TE",18,"wt",NA,"Single",0,"[0,20)","TE",85,472.222222222222
"020817Xim_WT_AI","AI","020817Xim_WT_AI7","Control",105,"TE",23,"wt",NA,"Single",0,"[0,20)","TE",82,356.521739130435
"020817Xim_WT_AI","AI","020817Xim_WT_AI8","Control",97,"TE",23,"wt",NA,"Single",0,"[0,20)","TE",74,321.739130434783
"020817Xim_WT_AI","AI","020817Xim_WT_AI9","Chimera",78,"TE",15,"wt","CAG:H2B-GFP","Single",25,"[60,80)","TE",63,420
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ1","Control",89,"TE",18,"wt",NA,"Single",0,"[0,20)","TE",71,394.444444444444
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ10","Chimera",99,"TE",12,"wt","CAG:H2B-GFP","Single",25,"[0,20)","TE",87,725
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ11","Chimera",81,"TE",10,"wt","CAG:H2B-GFP","Single",25,"[0,20)","TE",71,710
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ12","Chimera",86,"TE",11,"wt","CAG:H2B-GFP","Single",25,"[0,20)","TE",75,681.818181818182
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ13","Chimera",91,"TE",12,"wt","CAG:H2B-GFP","Single",25,"[40,60)","TE",79,658.333333333333
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ14","Chimera",112,"TE",13,"wt","CAG:H2B-GFP","Single",25,"[20,40)","TE",99,761.538461538462
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ15","Chimera",78,"TE",9,"wt","CAG:H2B-GFP","Single",25,"[40,60)","TE",69,766.666666666667
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ2","Control",89,"TE",15,"wt",NA,"Single",0,"[0,20)","TE",74,493.333333333333
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ3","Control",102,"TE",20,"wt",NA,"Single",0,"[0,20)","TE",82,410
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ4","Chimera",59,"TE",7,"wt","CAG:H2B-GFP","Single",25,"[80,100]","TE",52,742.857142857143
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ5","Chimera",102,"TE",24,"wt","CAG:H2B-GFP","Single",25,"[40,60)","TE",78,325
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ6","Chimera",58,"TE",10,"wt","CAG:H2B-GFP","Single",25,"[0,20)","TE",48,480
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ7","Chimera",94,"TE",12,"wt","CAG:H2B-GFP","Single",25,"[20,40)","TE",82,683.333333333333
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ8","Chimera",106,"TE",14,"wt","CAG:H2B-GFP","Single",25,"[60,80)","TE",92,657.142857142857
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ9","Chimera",90,"TE",12,"wt","CAG:H2B-GFP","Single",25,"[0,20)","TE",78,650
"022417Xim_WT_AK","AK","022417Xim_WT_AK1","Chimera",227,"TE",32,"wt","CAG:H2B-GFP","Double",50,"[0,20)","TE",195,609.375
"022417Xim_WT_AK","AK","022417Xim_WT_AK10","Control",86,"TE",17,"ko",NA,"Single",0,"[0,20)","TE",69,405.882352941176
"022417Xim_WT_AK","AK","022417Xim_WT_AK2","Chimera",265,"TE",45,"wt","CAG:H2B-GFP","Double",50,"[40,60)","TE",220,488.888888888889
"022417Xim_WT_AK","AK","022417Xim_WT_AK3","Chimera",270,"TE",52,"wt","CAG:H2B-GFP","Double",50,"[20,40)","TE",218,419.230769230769
"022417Xim_WT_AK","AK","022417Xim_WT_AK4","Control",86,"TE",29,"het",NA,"Single",0,"[0,20)","TE",57,196.551724137931
"022417Xim_WT_AK","AK","022417Xim_WT_AK5","Control",144,"TE",32,"wt",NA,"Single",0,"[0,20)","TE",112,350
"022417Xim_WT_AK","AK","022417Xim_WT_AK6","Control",134,"TE",23,"wt",NA,"Single",0,"[0,20)","TE",111,482.608695652174
"022417Xim_WT_AK","AK","022417Xim_WT_AK7","Control",115,"TE",15,"wt",NA,"Single",0,"[0,20)","TE",100,666.666666666667
"022417Xim_WT_AK","AK","022417Xim_WT_AK8","Control",112,"TE",7,"het",NA,"Single",0,"[0,20)","TE",105,1500
"030117Xim_WT_AL","AL","030117Xim_WT_AL1","Chimera",114,"TE",17,"wt","CAG:H2B-GFP","Single",75,"[60,80)","TE",97,570.588235294118
"030117Xim_WT_AL","AL","030117Xim_WT_AL2","Chimera",102,"TE",24,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",78,325
"030117Xim_WT_AL","AL","030117Xim_WT_AL3","Chimera",83,"TE",18,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",65,361.111111111111
"030117Xim_WT_AL","AL","030117Xim_WT_AL4","Chimera",102,"TE",15,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",87,580
"030117Xim_WT_AL","AL","030117Xim_WT_AL5","Chimera",115,"TE",15,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",100,666.666666666667
"030117Xim_WT_AL","AL","030117Xim_WT_AL6","Chimera",99,"TE",20,"wt","CAG:H2B-GFP","Single",75,"[80,100]","TE",79,395
"030117Xim_WT_AL","AL","030117Xim_WT_AL7","Chimera",98,"TE",17,"wt","CAG:H2B-GFP","Single",75,"[60,80)","TE",81,476.470588235294
"030117Xim_WT_AL","AL","030117Xim_WT_AL8","Control",108,"TE",21,"wt",NA,"Single",0,"[0,20)","TE",87,414.285714285714
"030217Xim_WT_AM","AM","030217Xim_WT_AM1","Chimera",168,"TE",36,"wt","CAG:H2B-GFP","Double",50,"[40,60)","TE",132,366.666666666667
"030217Xim_WT_AM","AM","030217Xim_WT_AM2","Chimera",134,"TE",26,"wt","CAG:H2B-GFP","Double",50,"[20,40)","TE",108,415.384615384615
