"Embryo_ID","Experiment","Litter","Stage.t0","timepoint","Gene1","Genotype1","Gene2","Genotype2","Gene3","Genotype3","dataset","icm.count","Cellcount","Identity","count"
"082219Abl_FG2","082219Abl_FG.Littermate.Pdgfra.wt","FG","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",32,63,"EPI",2
"082219Abl_FG3","082219Abl_FG.Littermate.Pdgfra.het","FG","[30,50)","t0","Pdgfra","het","R26","mKate/+","Fgf4","wt","fixed",12,30,"EPI",0
"082219Abl_FG4","082219Abl_FG.Littermate.Pdgfra.het","FG","[30,50)","t0","Pdgfra","het","R26","mKate/+","Fgf4","wt","fixed",18,50,"EPI",0
"082219Abl_FG5","082219Abl_FG.Littermate.Pdgfra.wt","FG","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",4,19,"EPI",0
"082219Abl_FG6","082219Abl_FG.Littermate.Pdgfra.het","FG","[30,50)","t0","Pdgfra","het","R26","mKate/+","Fgf4","wt","fixed",2,14,"EPI",0
"082219Abl_FG7","082219Abl_FG.Littermate.Pdgfra.wt","FG","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",11,32,"EPI",0
"082219Abl_FG8","082219Abl_FG.Littermate.Pdgfra.wt","FG","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",16,38,"EPI",0
"082219Abl_FG9","082219Abl_FG.Littermate.Pdgfra.wt","FG","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",13,41,"EPI",1
"082819Abl_FI1","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",11,33,"EPI",0
"082819Abl_FI2","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",15,38,"EPI",0
"082819Abl_FI3","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",16,32,"EPI",0
"082819Abl_FI4","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",14,30,"EPI",0
"082819Abl_FI5","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",16,34,"EPI",0
"082819Abl_FI6","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",11,26,"EPI",0
"082819Abl_FI7","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",15,35,"EPI",0
"082819Abl_FI8","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",11,31,"EPI",0
"082819Abl_FI9","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",15,43,"EPI",0
"082819Abl_FJ1","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",17,44,"EPI",0
"082819Abl_FJ10","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",22,52,"EPI",3
"082819Abl_FJ11","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",29,61,"EPI",0
"082819Abl_FJ2","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",23,49,"EPI",0
"082819Abl_FJ3","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",26,59,"EPI",1
"082819Abl_FJ4","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",15,42,"EPI",0
"082819Abl_FJ5","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",12,32,"EPI",0
"082819Abl_FJ6","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",13,48,"EPI",1
"082819Abl_FJ7","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",28,63,"EPI",0
"082819Abl_FJ8","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",24,60,"EPI",1
"082819Abl_FJ9","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",17,47,"EPI",0
"102218Abl_DV8","102218Abl_DV.Littermate.Pdgfra.wt","DV","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",27,77,"EPI",2
"102218Abl_DV9","102218Abl_DV.Littermate.Pdgfra.wt","DV","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",22,77,"EPI",2
"102218Abl_DW5","102218Abl_DW.Littermate.Pdgfra.wt","DW","[90,110)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",30,91,"EPI",13
"102218Abl_DW6","102218Abl_DW.Littermate.Pdgfra.wt","DW","[90,110)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",30,92,"EPI",4
"102218Abl_DX10","102218Abl_DX.Littermate.Pdgfra.wt","DX","[50,70)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",22,64,"EPI",1
"102218Abl_DX7","102218Abl_DX.Littermate.Pdgfra.wt","DX","[50,70)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",17,49,"EPI",1
"102218Abl_DX9","102218Abl_DX.Littermate.Pdgfra.wt","DX","[50,70)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",25,60,"EPI",3
"110817Abl_BY3","110817Abl_BY.Littermate.Pdgfra.wt","BY","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,86,"EPI",6
"110817Abl_BY4","110817Abl_BY.Littermate.Pdgfra.wt","BY","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",34,93,"EPI",14
"110817Abl_BY5","110817Abl_BY.Littermate.Pdgfra.wt","BY","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",31,119,"EPI",18
"110817Abl_BY6","110817Abl_BY.Littermate.Pdgfra.wt","BY","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",37,98,"EPI",10
"111318Abl_DZ5","111318Abl_DZ.Littermate.Pdgfra.wt","DZ","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",24,81,"EPI",4
"111318Abl_DZ6","111318Abl_DZ.Littermate.Pdgfra.wt","DZ","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",27,67,"EPI",1
"112018Abl_EA10","112018Abl_EA.Littermate.Pdgfra.wt","EA","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",21,68,"EPI",9
"112018Abl_EA11","112018Abl_EA.Littermate.Pdgfra.wt","EA","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",33,80,"EPI",7
"112018Abl_EA9","112018Abl_EA.Littermate.Pdgfra.wt","EA","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",28,67,"EPI",11
"121018Abl_EB7","121018Abl_EB.Littermate.Pdgfra.wt","EB","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",26,86,"EPI",12
"121018Abl_EB8","121018Abl_EB.Littermate.Pdgfra.wt","EB","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",20,68,"EPI",4
"121018Abl_EC6","121018Abl_EC.Littermate.Pdgfra.wt","EC","[50,70)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",25,65,"EPI",1
"121917Abl_CD5","121917Abl_CD.Littermate.Pdgfra.wt","CD","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",47,115,"EPI",18
"121917Abl_CD6","121917Abl_CD.Littermate.Pdgfra.wt","CD","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",39,118,"EPI",13
"121917Abl_CE10","121917Abl_CE.Littermate.Pdgfra.wt","CE","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",35,103,"EPI",19
"121917Abl_CE7","121917Abl_CE.Littermate.Pdgfra.wt","CE","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",38,106,"EPI",14
"121917Abl_CE8","121917Abl_CE.Littermate.Pdgfra.wt","CE","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",40,104,"EPI",10
"121917Abl_CE9","121917Abl_CE.Littermate.Pdgfra.wt","CE","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",33,101,"EPI",13
"012318Abl_CJ6","012318Abl_CJ.Littermate.Pdgfra.wt","CJ","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,63,"EPI.lo",1
"012318Abl_CJ7","012318Abl_CJ.Littermate.Pdgfra.wt","CJ","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,73,"EPI.lo",0
"013018Abl_CK10","013018Abl_CK.Littermate.Pdgfra.wt","CK","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,75,"EPI.lo",0
"013018Abl_CK11","013018Abl_CK.Littermate.Pdgfra.wt","CK","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",29,84,"EPI.lo",0
"013018Abl_CK12","013018Abl_CK.Littermate.Pdgfra.wt","CK","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,67,"EPI.lo",0
"013018Abl_CK9","013018Abl_CK.Littermate.Pdgfra.wt","CK","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",24,75,"EPI.lo",0
"013118Abl_CL10","013118Abl_CLb.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,63,"EPI.lo",0
"013118Abl_CL11","013118Abl_CLb.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",22,64,"EPI.lo",0
"013118Abl_CL12","013118Abl_CLb.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",31,62,"EPI.lo",0
"013118Abl_CL13","013118Abl_CLb.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,64,"EPI.lo",0
"013118Abl_CL14","013118Abl_CLb.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",31,64,"EPI.lo",0
"013118Abl_CL6","013118Abl_CLa.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",22,62,"EPI.lo",0
"013118Abl_CL7","013118Abl_CLa.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,62,"EPI.lo",0
"013118Abl_CL8","013118Abl_CLa.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",33,64,"EPI.lo",0
"013118Abl_CL9","013118Abl_CLa.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",24,71,"EPI.lo",0
"013118Abl_CM10","013118Abl_CMb.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,63,"EPI.lo",0
"013118Abl_CM11","013118Abl_CMb.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,94,"EPI.lo",0
"013118Abl_CM5","013118Abl_CMa.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,75,"EPI.lo",0
"013118Abl_CM6","013118Abl_CMa.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,80,"EPI.lo",0
"013118Abl_CM7","013118Abl_CMa.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",24,62,"EPI.lo",0
"013118Abl_CM8","013118Abl_CMa.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,68,"EPI.lo",0
"013118Abl_CM9","013118Abl_CMb.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,65,"EPI.lo",0
"013118Abl_CN3","013118Abl_CNa.Littermate.Pdgfra.wt","CN","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",33,107,"EPI.lo",3
"013118Abl_CN6","013118Abl_CNb.Littermate.Pdgfra.wt","CN","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",34,114,"EPI.lo",0
"013118Abl_CN7","013118Abl_CNb.Littermate.Pdgfra.wt","CN","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",31,110,"EPI.lo",0
"020618Abl_CQ10","020618Abl_CQ.Littermate.Pdgfra.wt","CQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",35,99,"EPI.lo",0
"020618Abl_CQ11","020618Abl_CQ.Littermate.Pdgfra.wt","CQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",33,88,"EPI.lo",0
"020618Abl_CQ12","020618Abl_CQ.Littermate.Pdgfra.wt","CQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",37,109,"EPI.lo",0
"020618Abl_CQ8","020618Abl_CQ.Littermate.Pdgfra.wt","CQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",29,94,"EPI.lo",0
"020618Abl_CQ9","020618Abl_CQ.Littermate.Pdgfra.wt","CQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",35,105,"EPI.lo",0
"040317Abl_Q12","040317Abl_Q.Littermate.Pdgfra.wt","Q","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",17,71,"EPI.lo",0
"040317Abl_Q13","040317Abl_Q.Littermate.Pdgfra.wt","Q","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,48,"EPI.lo",0
"040317Abl_Q14","040317Abl_Q.Littermate.Pdgfra.wt","Q","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,63,"EPI.lo",0
"040317Abl_R10","040317Abl_R.Littermate.Pdgfra.wt","R","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,44,"EPI.lo",0
"040317Abl_R11","040317Abl_R.Littermate.Pdgfra.wt","R","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,65,"EPI.lo",0
"040317Abl_R9","040317Abl_R.Littermate.Pdgfra.wt","R","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,64,"EPI.lo",0
"040317Abl_S6","040317Abl_S.Littermate.Pdgfra.wt","S","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",31,64,"EPI.lo",0
"040317Abl_S7","040317Abl_S.Littermate.Pdgfra.wt","S","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,62,"EPI.lo",0
"040317Abl_S8","040317Abl_S.Littermate.Pdgfra.wt","S","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",17,57,"EPI.lo",0
"040317Abl_S9","040317Abl_S.Littermate.Pdgfra.wt","S","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",14,45,"EPI.lo",0
"040317Abl_T3","040317Abl_T.Littermate.Pdgfra.wt","T","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,77,"EPI.lo",0
"040317Abl_T4","040317Abl_T.Littermate.Pdgfra.wt","T","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",21,78,"EPI.lo",0
"040317Abl_T5","040317Abl_T.Littermate.Pdgfra.wt","T","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",30,74,"EPI.lo",0
"040517Abl_U10","040517Abl_U.Littermate.Pdgfra.wt","U","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,65,"EPI.lo",0
"040517Abl_U11","040517Abl_U.Littermate.Pdgfra.wt","U","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",20,71,"EPI.lo",0
"040517Abl_U8","040517Abl_U.Littermate.Pdgfra.wt","U","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,82,"EPI.lo",0
"040517Abl_U9","040517Abl_U.Littermate.Pdgfra.wt","U","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",29,78,"EPI.lo",0
"040517Abl_V10","040517Abl_V.Littermate.Pdgfra.wt","V","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",17,31,"EPI.lo",0
"040517Abl_V11","040517Abl_V.Littermate.Pdgfra.wt","V","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",11,31,"EPI.lo",0
"040517Abl_V12","040517Abl_V.Littermate.Pdgfra.wt","V","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",14,32,"EPI.lo",0
"040517Abl_V13","040517Abl_V.Littermate.Pdgfra.wt","V","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",13,32,"EPI.lo",0
"040517Abl_V9","040517Abl_V.Littermate.Pdgfra.wt","V","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",14,31,"EPI.lo",0
"041117Abl_W10","041117Abl_W.Littermate.Pdgfra.wt","W","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",29,69,"EPI.lo",0
"041117Abl_W11","041117Abl_W.Littermate.Pdgfra.wt","W","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,64,"EPI.lo",0
"062317Abl_AO10","062317Abl_AO.Littermate.Pdgfra.wt","AO","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",21,63,"EPI.lo",0
"062317Abl_AO7","062317Abl_AO.Littermate.Pdgfra.wt","AO","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,64,"EPI.lo",0
"062317Abl_AO8","062317Abl_AO.Littermate.Pdgfra.wt","AO","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,71,"EPI.lo",1
"062317Abl_AO9","062317Abl_AO.Littermate.Pdgfra.wt","AO","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",24,69,"EPI.lo",0
"062317Abl_AP10","062317Abl_AP.Littermate.Pdgfra.wt","AP","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,59,"EPI.lo",0
"062317Abl_AP11","062317Abl_AP.Littermate.Pdgfra.wt","AP","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",22,60,"EPI.lo",0
"062317Abl_AP12","062317Abl_AP.Littermate.Pdgfra.wt","AP","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,45,"EPI.lo",0
"062317Abl_AP9","062317Abl_AP.Littermate.Pdgfra.wt","AP","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",30,64,"EPI.lo",0
"062817Abl_AQ8","062817Abl_AQ.Littermate.Pdgfra.wt","AQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,92,"EPI.lo",0
"062817Abl_AQ9","062817Abl_AQ.Littermate.Pdgfra.wt","AQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,58,"EPI.lo",0
"062817Abl_AR7","062817Abl_AR.Littermate.Pdgfra.wt","AR","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,60,"EPI.lo",0
"062817Abl_AR8","062817Abl_AR.Littermate.Pdgfra.wt","AR","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",14,34,"EPI.lo",0
"062817Abl_AR9","062817Abl_AR.Littermate.Pdgfra.wt","AR","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",10,38,"EPI.lo",0
"062817Abl_AS6","062817Abl_AS.Littermate.Pdgfra.wt","AS","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,75,"EPI.lo",0
"062817Abl_AS7","062817Abl_AS.Littermate.Pdgfra.wt","AS","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",21,80,"EPI.lo",0
"062817Abl_AS8","062817Abl_AS.Littermate.Pdgfra.wt","AS","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",34,92,"EPI.lo",1
"071217Abl_AV10","071217Abl_AV.Littermate.Pdgfra.wt","AV","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",22,66,"EPI.lo",0
"071217Abl_AV11","071217Abl_AV.Littermate.Pdgfra.wt","AV","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,65,"EPI.lo",0
"071217Abl_AV7","071217Abl_AV.Littermate.Pdgfra.wt","AV","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,86,"EPI.lo",0
"071217Abl_AV8","071217Abl_AV.Littermate.Pdgfra.wt","AV","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",21,61,"EPI.lo",0
"071217Abl_AV9","071217Abl_AV.Littermate.Pdgfra.wt","AV","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,65,"EPI.lo",0
"072318Abl_DP5","072318Abl_DP.Littermate.Pdgfra.wt","DP","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",37,98,"EPI.lo",2
"072318Abl_DP6","072318Abl_DP.Littermate.Pdgfra.wt","DP","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",36,89,"EPI.lo",3
"072318Abl_DQ6","072318Abl_DQ.Littermate.Pdgfra.wt","DQ","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",30,87,"EPI.lo",0
"072318Abl_DQ7","072318Abl_DQ.Littermate.Pdgfra.wt","DQ","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",41,111,"EPI.lo",1
"072517Abl_AW10","072517Abl_AW.Littermate.Pdgfra.wt","AW","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",33,97,"EPI.lo",0
"072517Abl_AW11","072517Abl_AW.Littermate.Pdgfra.wt","AW","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,76,"EPI.lo",0
"072517Abl_AW9","072517Abl_AW.Littermate.Pdgfra.wt","AW","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,88,"EPI.lo",0
"072517Abl_AX10","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,68,"EPI.lo",0
"072517Abl_AX11","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,64,"EPI.lo",0
"072517Abl_AX12","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,86,"EPI.lo",0
"072517Abl_AX8","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",21,80,"EPI.lo",0
"072517Abl_AX9","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,68,"EPI.lo",0
"072518Abl_DR10","072518Abl_DR.Littermate.Pdgfra.wt","DR","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",26,71,"EPI.lo",3
"072518Abl_DR11","072518Abl_DR.Littermate.Pdgfra.wt","DR","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",31,91,"EPI.lo",0
"072518Abl_DR8","072518Abl_DR.Littermate.Pdgfra.wt","DR","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",35,94,"EPI.lo",2
"072518Abl_DR9","072518Abl_DR.Littermate.Pdgfra.wt","DR","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",27,91,"EPI.lo",1
"072518Abl_DS4","072518Abl_DS.Littermate.Pdgfra.wt","DS","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",29,88,"EPI.lo",4
"072518Abl_DS5","072518Abl_DS.Littermate.Pdgfra.wt","DS","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",30,99,"EPI.lo",0
"072518Abl_DS6","072518Abl_DS.Littermate.Pdgfra.wt","DS","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",28,94,"EPI.lo",4
"072817Abl_AY4","072817Abl_AY.Littermate.Pdgfra.wt","AY","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",30,107,"EPI.lo",0
"072817Abl_AY5","072817Abl_AY.Littermate.Pdgfra.wt","AY","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,74,"EPI.lo",0
"072817Abl_AY6","072817Abl_AY.Littermate.Pdgfra.wt","AY","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",17,85,"EPI.lo",0
"072817Abl_AY7","072817Abl_AY.Littermate.Pdgfra.wt","AY","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",24,86,"EPI.lo",0
"072817Abl_AZ7","072817Abl_AZ.Littermate.Pdgfra.wt","AZ","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,79,"EPI.lo",0
"072817Abl_AZ8","072817Abl_AZ.Littermate.Pdgfra.wt","AZ","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,69,"EPI.lo",0
