"Cell_ID","identity_t0","ending"
"013018Abl_CK4.1000000385.DP.intact.m.0","DP","division"
"013018Abl_CK4.1000000413.PRE.targeted.m.0","PRE","death"
"013018Abl_CK4.1000000445.PRE.intact.m.0","PRE","end point"
"013018Abl_CK4.1000000474.PRE.targeted.m.0","PRE","off frame"
"013018Abl_CK4.1000000479.DP.intact.m.0","DP","end point"
"013018Abl_CK4.100005.PRE.targeted.m.0","PRE","death"
"013018Abl_CK4.100444.PRE.intact.m.0","PRE","death"
"013018Abl_CK4.1e+09.PRE.intact.d.1","PRE","end point"
"013018Abl_CK4.1e+09.PRE.intact.d.2","PRE","end point"
"013018Abl_CK4.1e+09.PRE.intact.m.0","PRE","division"
"013018Abl_CK4.1e+09.PRE.targeted.m.0","PRE","end point"
"013018Abl_CK6.1000000000.DP.intact.d.1","DP","death"
"013018Abl_CK6.1000000000.DP.intact.d.2","DP","death"
"013018Abl_CK6.1000000000.DP.intact.m.0","DP","division"
"013018Abl_CK6.1000000000.PRE.targeted.m.0","PRE","death"
"013018Abl_CK6.1000000001.DP.intact.d.1","DP","end point"
"013018Abl_CK6.1000000001.DP.intact.d.2","DP","end point"
"013018Abl_CK6.1000000001.DP.intact.m.0","DP","division"
"013018Abl_CK6.1000000001.PRE.intact.d.1","PRE","death"
"013018Abl_CK6.1000000001.PRE.intact.d.2","PRE","death"
"013018Abl_CK6.1000000001.PRE.intact.m.0","PRE","division"
"013018Abl_CK6.1000000001.PRE.targeted.m.0","PRE","death"
"013018Abl_CK6.1000000002.DP.intact.m.0","DP","death"
"013018Abl_CK6.1000000002.PRE.intact.d.1","PRE","end point"
"013018Abl_CK6.1000000002.PRE.intact.d.2","PRE","end point"
"013018Abl_CK6.1000000002.PRE.intact.m.0","PRE","division"
"013018Abl_CK6.1000000002.PRE.targeted.m.0","PRE","death"
"013018Abl_CK6.1000000003.DP.intact.d.1","DP","death"
"013018Abl_CK6.1000000003.DP.intact.d.2","DP","end point"
"013018Abl_CK6.1000000003.DP.intact.m.0","DP","division"
"013018Abl_CK6.1000000003.PRE.targeted.m.0","PRE","death"
"013018Abl_CK6.1000000004.DP.intact.d.1","DP","death"
"013018Abl_CK6.1000000004.DP.intact.d.2","DP","end point"
"013018Abl_CK6.1000000004.DP.intact.m.0","DP","division"
"013018Abl_CK6.1000000004.PRE.targeted.m.0","PRE","death"
"013018Abl_CK6.1000000005.PRE.intact.d.1","PRE","end point"
"013018Abl_CK6.1000000005.PRE.intact.d.2","PRE","end point"
"013018Abl_CK6.1000000005.PRE.intact.m.0","PRE","division"
"013018Abl_CK6.1000000005.PRE.targeted.m.0","PRE","death"
"013018Abl_CK6.1000000006.PRE.targeted.m.0","PRE","death"
"013018Abl_CK6.1000000007.PRE.targeted.m.0","PRE","death"
"013018Abl_CK6.1000001009.DP.intact.d.1","DP","death"
"013018Abl_CK6.1000001009.DP.intact.d.2","DP","end point"
"013018Abl_CK6.1000001009.DP.intact.m.0","DP","division"
"013018Abl_CK7.1000000000.DP.intact.m.0","DP","death"
"013018Abl_CK7.1000000000.PRE.intact.m.0","PRE","death"
"013018Abl_CK7.1000000001.DP.intact.d.1","DP","end point"
"013018Abl_CK7.1000000001.DP.intact.d.2","DP","end point"
"013018Abl_CK7.1000000001.DP.intact.m.0","DP","division"
"013018Abl_CK7.1000000001.PRE.intact.d.1","PRE","end point"
"013018Abl_CK7.1000000001.PRE.intact.d.2","PRE","end point"
"013018Abl_CK7.1000000001.PRE.intact.m.0","PRE","division"
"013018Abl_CK7.1000000002.DP.intact.d.1","DP","death"
"013018Abl_CK7.1000000002.DP.intact.d.2","DP","death"
"013018Abl_CK7.1000000002.DP.intact.m.0","DP","division"
"013018Abl_CK7.1000000003.DP.intact.d.1","DP","lost"
"013018Abl_CK7.1000000003.DP.intact.d.2","DP","lost"
"013018Abl_CK7.1000000003.DP.intact.m.0","DP","division"
"013018Abl_CK7.1000000003.PRE.intact.d.1","PRE","end point"
"013018Abl_CK7.1000000003.PRE.intact.d.2","PRE","off frame"
"013018Abl_CK7.1000000003.PRE.intact.m.0","PRE","division"
"013018Abl_CK7.1000000004.DP.intact.m.0","DP","death"
"013018Abl_CK7.1000000004.PRE.intact.d.1","PRE","end point"
"013018Abl_CK7.1000000004.PRE.intact.d.2","PRE","end point"
"013018Abl_CK7.1000000004.PRE.intact.m.0","PRE","division"
"013018Abl_CK7.1000000005.DP.intact.d.1","DP","death"
"013018Abl_CK7.1000000005.DP.intact.d.2","DP","death"
"013018Abl_CK7.1000000005.DP.intact.m.0","DP","division"
"013018Abl_CK7.1000000005.PRE.intact.m.0","PRE","death"
"013018Abl_CK7.1000000006.PRE.intact.d.1","PRE","end point"
"013018Abl_CK7.1000000006.PRE.intact.d.2","PRE","end point"
"013018Abl_CK7.1000000006.PRE.intact.m.0","PRE","division"
"013018Abl_CK7.1000000007.PRE.intact.d.1","PRE","end point"
"013018Abl_CK7.1000000007.PRE.intact.d.2","PRE","end point"
"013018Abl_CK7.1000000007.PRE.intact.m.0","PRE","division"
"013018Abl_CK7.1000000008.PRE.intact.m.0","PRE","death"
"013018Abl_CK7.1000000137.PRE.intact.d.1","PRE","end point"
"013018Abl_CK7.1000000137.PRE.intact.d.2","PRE","end point"
"013018Abl_CK7.1000000137.PRE.intact.m.0","PRE","division"
"013118Abl_CL2.1000000000.PRE.intact.m.0","PRE","death"
"013118Abl_CL2.1000000001.PRE.intact.d.1","PRE","end point"
"013118Abl_CL2.1000000001.PRE.intact.d.2","PRE","end point"
"013118Abl_CL2.1000000001.PRE.intact.m.0","PRE","division"
"013118Abl_CL2.1000000002.PRE.targeted.m.0","PRE","death"
"013118Abl_CL2.1000000003.DP.intact.d.1","DP","end point"
"013118Abl_CL2.1000000003.DP.intact.d.2","DP","end point"
"013118Abl_CL2.1000000003.DP.intact.m.0","DP","division"
"013118Abl_CL2.1000000004.DP.intact.m.0","DP","end point"
"013118Abl_CL2.1000000005.DP.intact.m.0","DP","death"
"013118Abl_CL2.1000000006.DP.intact.d.1","DP","death"
"013118Abl_CL2.1000000006.DP.intact.d.2","DP","death"
"013118Abl_CL2.1000000006.DP.intact.m.0","DP","division"
"013118Abl_CL2.1000000007.DP.intact.d.1","DP","end point"
"013118Abl_CL2.1000000007.DP.intact.d.2","DP","end point"
"013118Abl_CL2.1000000007.DP.intact.m.0","DP","division"
"013118Abl_CL2.1000000008.DP.intact.m.0","DP","death"
"013118Abl_CL2.1000000009.DP.intact.m.0","DP","death"
"013118Abl_CL2.1000000011.DP.intact.d.1","DP","end point"
"013118Abl_CL2.1000000011.DP.intact.d.2","DP","end point"
"013118Abl_CL2.1000000011.DP.intact.m.0","DP","division"
"013118Abl_CL2.1000000012.DP.intact.m.0","DP","death"
"013118Abl_CL2.1000000013.DP.intact.d.1","DP","death"
"013118Abl_CL2.1000000013.DP.intact.d.2","DP","death"
"013118Abl_CL2.1000000013.DP.intact.m.0","DP","division"
"013118Abl_CL2.1000000014.DP.intact.d.1","DP","end point"
"013118Abl_CL2.1000000014.DP.intact.d.2","DP","end point"
"013118Abl_CL2.1000000014.DP.intact.m.0","DP","division"
"013118Abl_CL2.1000000015.DP.intact.m.0","DP","death"
"013118Abl_CL2.1000000860.DP.intact.m.0","DP","death"
"013118Abl_CL3.1000000000.PRE.intact.m.0","PRE","death"
"013118Abl_CL3.1000000000.PRE.targeted.m.0","PRE","death"
"013118Abl_CL3.1000000001.DP.intact.d.1","DP","end point"
"013118Abl_CL3.1000000001.DP.intact.d.2","DP","end point"
"013118Abl_CL3.1000000001.DP.intact.m.0","DP","division"
"013118Abl_CL3.1000000001.PRE.targeted.m.0","PRE","death"
"013118Abl_CL3.1000000002.PRE.intact.m.0","PRE","end point"
"013118Abl_CL3.1000000002.PRE.targeted.m.0","PRE","death"
"013118Abl_CL3.1000000003.PRE.targeted.m.0","PRE","death"
"013118Abl_CL3.1000000010.DP.intact.m.0","DP","end point"
"013118Abl_CL3.1000000085.DP.intact.m.0","DP","end point"
"013118Abl_CL3.1000000086.DP.intact.m.0","DP","end point"
"013118Abl_CL3.1000000087.DP.intact.d.1","DP","end point"
"013118Abl_CL3.1000000087.DP.intact.d.2","DP","end point"
"013118Abl_CL3.1000000087.DP.intact.m.0","DP","division"
"013118Abl_CL3.1000000088.DP.intact.m.0","DP","end point"
"013118Abl_CL3.1000000089.DP.intact.m.0","DP","death"
"013118Abl_CL3.1000000090.DP.intact.m.0","DP","death"
"013118Abl_CL3.1000000091.DP.intact.d.1","DP","end point"
"013118Abl_CL3.1000000091.DP.intact.d.2","DP","end point"
"013118Abl_CL3.1000000091.DP.intact.m.0","DP","division"
"013118Abl_CL3.1000000303.DP.intact.m.0","DP","end point"
"013118Abl_CL3.1000000377.DP.intact.m.0","DP","death"
"013118Abl_CL3.1000000588.DP.intact.m.0","DP","death"
"013118Abl_CL3.1000000818.DP.intact.m.0","DP","death"
"013118Abl_CL3.1000001808.DP.intact.d.1","DP","end point"
"013118Abl_CL3.1000001808.DP.intact.d.2","DP","lost"
"013118Abl_CL3.1000001808.DP.intact.m.0","DP","division"
"013118Abl_CL4.1000000000.DP.intact.d.1","DP","end point"
"013118Abl_CL4.1000000000.DP.intact.d.2","DP","end point"
"013118Abl_CL4.1000000000.DP.intact.m.0","DP","division"
"013118Abl_CL4.1000000000.PRE.intact.d.1","PRE","end point"
"013118Abl_CL4.1000000000.PRE.intact.d.2","PRE","end point"
"013118Abl_CL4.1000000000.PRE.intact.m.0","PRE","division"
"013118Abl_CL4.1000000001.DP.intact.d.1","DP","death"
"013118Abl_CL4.1000000001.DP.intact.d.2","DP","end point"
"013118Abl_CL4.1000000001.DP.intact.m.0","DP","division"
"013118Abl_CL4.1000000001.PRE.intact.d.1","PRE","death"
"013118Abl_CL4.1000000001.PRE.intact.d.2","PRE","death"
"013118Abl_CL4.1000000001.PRE.intact.m.0","PRE","death"
"013118Abl_CL4.1000000002.DP.intact.d.1","DP","end point"
"013118Abl_CL4.1000000002.DP.intact.d.2","DP","end point"
"013118Abl_CL4.1000000002.DP.intact.m.0","DP","division"
"013118Abl_CL4.1000000002.PRE.intact.d.1","PRE","end point"
"013118Abl_CL4.1000000002.PRE.intact.d.2","PRE","end point"
"013118Abl_CL4.1000000002.PRE.intact.m.0","PRE","division"
"013118Abl_CL4.1000000003.DP.intact.d.1","DP","end point"
"013118Abl_CL4.1000000003.DP.intact.d.2","DP","end point"
"013118Abl_CL4.1000000003.DP.intact.m.0","DP","division"
"013118Abl_CL4.1000000003.PRE.intact.d.1","PRE","death"
"013118Abl_CL4.1000000003.PRE.intact.d.2","PRE","end point"
"013118Abl_CL4.1000000003.PRE.intact.m.0","PRE","division"
"013118Abl_CL4.1000000004.DP.intact.d.1","DP","end point"
"013118Abl_CL4.1000000004.DP.intact.d.2","DP","off frame"
"013118Abl_CL4.1000000004.DP.intact.m.0","DP","division"
"013118Abl_CL4.1000000004.PRE.intact.d.1","PRE","off frame"
"013118Abl_CL4.1000000004.PRE.intact.d.2","PRE","end point"
"013118Abl_CL4.1000000004.PRE.intact.m.0","PRE","division"
"013118Abl_CL4.1000000005.DP.intact.d.1","DP","end point"
"013118Abl_CL4.1000000005.DP.intact.d.2","DP","end point"
"013118Abl_CL4.1000000005.DP.intact.m.0","DP","division"
"013118Abl_CL4.1000000005.PRE.intact.d.1","PRE","death"
"013118Abl_CL4.1000000005.PRE.intact.d.2","PRE","end point"
"013118Abl_CL4.1000000005.PRE.intact.m.0","PRE","division"
"013118Abl_CL4.1000000006.DP.intact.d.1","DP","death"
"013118Abl_CL4.1000000006.DP.intact.d.2","DP","death"
"013118Abl_CL4.1000000006.DP.intact.m.0","DP","division"
"013118Abl_CL4.1000000006.PRE.intact.m.0","PRE","death"
"013118Abl_CL4.1000000007.DP.intact.d.1","DP","end point"
"013118Abl_CL4.1000000007.DP.intact.d.2","DP","end point"
"013118Abl_CL4.1000000007.DP.intact.m.0","DP","division"
"013118Abl_CL4.1000000009.DP.intact.m.0","DP","death"
"013118Abl_CL4.1000000010.DP.intact.d.1","DP","end point"
"013118Abl_CL4.1000000010.DP.intact.d.2","DP","end point"
"013118Abl_CL4.1000000010.DP.intact.m.0","DP","division"
"013118Abl_CL4.1000000977.DP.intact.d.1","DP","end point"
"013118Abl_CL4.1000000977.DP.intact.d.2","DP","off frame"
"013118Abl_CL4.1000000977.DP.intact.m.0","DP","division"
"013118Abl_CL5.1000000000.DP.intact.d.1","DP","end point"
"013118Abl_CL5.1000000000.DP.intact.d.2","DP","end point"
"013118Abl_CL5.1000000000.DP.intact.m.0","DP","division"
"013118Abl_CL5.1000000001.DP.intact.d.1","DP","lost"
"013118Abl_CL5.1000000001.DP.intact.d.2","DP","lost"
"013118Abl_CL5.1000000001.DP.intact.m.0","DP","division"
"013118Abl_CL5.1000000002.DP.intact.d.1","DP","lost"
"013118Abl_CL5.1000000002.DP.intact.d.2","DP","division"
"013118Abl_CL5.1000000002.DP.intact.gd.2.1","DP","end point"
"013118Abl_CL5.1000000002.DP.intact.gd.2.2","DP","end point"
"013118Abl_CL5.1000000002.DP.intact.m.0","DP","division"
"013118Abl_CL5.1000000003.DP.intact.d.1","DP","death"
"013118Abl_CL5.1000000003.DP.intact.d.2","DP","death"
"013118Abl_CL5.1000000003.DP.intact.m.0","DP","division"
"013118Abl_CL5.1000000003.PRE.targeted.m.0","PRE","death"
"013118Abl_CL5.1000000004.DP.intact.d.1","DP","death"
"013118Abl_CL5.1000000004.DP.intact.d.2","DP","death"
"013118Abl_CL5.1000000004.DP.intact.m.0","DP","division"
"013118Abl_CL5.1000000005.DP.intact.d.1","DP","end point"
"013118Abl_CL5.1000000005.DP.intact.d.2","DP","end point"
"013118Abl_CL5.1000000005.DP.intact.m.0","DP","division"
"013118Abl_CL5.1000000006.DP.intact.d.1","DP","death"
"013118Abl_CL5.1000000006.DP.intact.d.2","DP","division"
"013118Abl_CL5.1000000006.DP.intact.gd.2.1","DP","end point"
"013118Abl_CL5.1000000006.DP.intact.gd.2.2","DP","end point"
"013118Abl_CL5.1000000006.DP.intact.m.0","DP","division"
"013118Abl_CL5.1000000007.DP.intact.d.1","DP","end point"
"013118Abl_CL5.1000000007.DP.intact.d.2","DP","death"
"013118Abl_CL5.1000000007.DP.intact.m.0","DP","division"
"013118Abl_CL5.1000000008.DP.intact.d.1","DP","death"
"013118Abl_CL5.1000000008.DP.intact.d.2","DP","end point"
"013118Abl_CL5.1000000008.DP.intact.m.0","DP","division"
"013118Abl_CL5.1000000026.PRE.targeted.m.0","PRE","death"
"013118Abl_CL5.1000000818.DP.intact.d.1","DP","death"
"013118Abl_CL5.1000000818.DP.intact.d.2","DP","end point"
"013118Abl_CL5.1000000818.DP.intact.m.0","DP","division"
"013118Abl_CL5.1000001362.DP.intact.d.1","DP","end point"
"013118Abl_CL5.1000001362.DP.intact.d.2","DP","end point"
"013118Abl_CL5.1000001362.DP.intact.m.0","DP","division"
"013118Abl_CL5.100001.PRE.targeted.m.0","PRE","death"
"013118Abl_CL5.1e+09.PRE.targeted.m.0","PRE","death"
"013118Abl_CM1.1000000000.DP.intact.m.0","DP","lost"
"013118Abl_CM1.1000000000.PRE.intact.m.0","PRE","death"
"013118Abl_CM1.1000000000.PRE.targeted.m.0","PRE","death"
"013118Abl_CM1.1000000001.PRE.intact.d.1","PRE","death"
"013118Abl_CM1.1000000001.PRE.intact.d.2","PRE","death"
"013118Abl_CM1.1000000001.PRE.intact.m.0","PRE","division"
"013118Abl_CM1.1000000001.PRE.targeted.m.0","PRE","death"
"013118Abl_CM1.1000000002.PRE.targeted.m.0","PRE","death"
"013118Abl_CM1.1000000010.DP.intact.m.0","DP","death"
"013118Abl_CM1.1000000012.DP.intact.m.0","DP","death"
"013118Abl_CM1.1000000013.PRE.intact.m.0","PRE","death"
"013118Abl_CM1.1000000014.DP.intact.m.0","DP","death"
"013118Abl_CM1.1000000015.DP.intact.m.0","DP","death"
"013118Abl_CM1.1000000016.DP.intact.m.0","DP","death"
"013118Abl_CM1.1000000068.DP.intact.m.0","DP","death"
"013118Abl_CM3.1000000000.DP.intact.d.1","DP","lost"
"013118Abl_CM3.1000000000.DP.intact.d.2","DP","end point"
"013118Abl_CM3.1000000000.DP.intact.m.0","DP","division"
"013118Abl_CM3.1000000000.PRE.intact.m.0","PRE","death"
"013118Abl_CM3.1000000000.PRE.targeted.m.0","PRE","death"
"013118Abl_CM3.1000000001.DP.intact.d.1","DP","lost"
"013118Abl_CM3.1000000001.DP.intact.d.2","DP","death"
"013118Abl_CM3.1000000001.DP.intact.m.0","DP","division"
"013118Abl_CM3.1000000001.DP.targeted.m.0","DP","death"
"013118Abl_CM3.1000000001.PRE.intact.m.0","PRE","death"
"013118Abl_CM3.1000000002.DP.intact.m.0","DP","end point"
"013118Abl_CM3.1000000002.PRE.intact.m.0","PRE","death"
"013118Abl_CM3.1000000002.PRE.targeted.m.0","PRE","death"
"013118Abl_CM3.1000000003.DP.intact.d.1","DP","death"
"013118Abl_CM3.1000000003.DP.intact.d.2","DP","end point"
"013118Abl_CM3.1000000003.DP.intact.m.0","DP","division"
"013118Abl_CM3.1000000004.DP.intact.m.0","DP","death"
"013118Abl_CM3.1000000005.DP.intact.m.0","DP","death"
"013118Abl_CM3.1000000006.DP.intact.d.1","DP","end point"
"013118Abl_CM3.1000000006.DP.intact.d.2","DP","end point"
"013118Abl_CM3.1000000006.DP.intact.m.0","DP","division"
"013118Abl_CM3.1000000007.DP.intact.m.0","DP","end point"
"013118Abl_CM3.1000001112.DP.intact.m.0","DP","death"
"013118Abl_CM4.1000000001.DP.intact.d.1","DP","end point"
"013118Abl_CM4.1000000001.DP.intact.d.2","DP","end point"
"013118Abl_CM4.1000000001.DP.intact.m.0","DP","division"
"013118Abl_CM4.1000000002.DP.intact.d.1","DP","end point"
"013118Abl_CM4.1000000002.DP.intact.d.2","DP","end point"
"013118Abl_CM4.1000000002.DP.intact.m.0","DP","division"
"013118Abl_CM4.1000000003.DP.intact.m.0","DP","end point"
"013118Abl_CM4.1000000006.DP.intact.m.0","DP","death"
"013118Abl_CM4.1000000007.DP.intact.d.1","DP","end point"
"013118Abl_CM4.1000000007.DP.intact.d.2","DP","end point"
"013118Abl_CM4.1000000007.DP.intact.m.0","DP","division"
"013118Abl_CM4.1000000007.PRE.intact.m.0","PRE","death"
"013118Abl_CM4.1000000009.DP.intact.m.0","DP","lost"
"013118Abl_CM4.1000000329.DP.intact.m.0","DP","death"
"013118Abl_CM4.1000000758.DP.intact.d.1","DP","end point"
"013118Abl_CM4.1000000758.DP.intact.d.2","DP","end point"
"013118Abl_CM4.1000000758.DP.intact.m.0","DP","division"
"013118Abl_CM4.1000001054.PRE.intact.d.1","PRE","end point"
"013118Abl_CM4.1000001054.PRE.intact.d.2","PRE","end point"
"013118Abl_CM4.1000001054.PRE.intact.m.0","PRE","division"
"013118Abl_CM4.1000001055.PRE.intact.d.1","PRE","end point"
"013118Abl_CM4.1000001055.PRE.intact.d.2","PRE","end point"
"013118Abl_CM4.1000001055.PRE.intact.m.0","PRE","division"
"013118Abl_CM4.1000001056.PRE.intact.d.1","PRE","end point"
"013118Abl_CM4.1000001056.PRE.intact.d.2","PRE","end point"
"013118Abl_CM4.1000001056.PRE.intact.m.0","PRE","division"
"013118Abl_CM4.1000001057.PRE.intact.d.1","PRE","death"
"013118Abl_CM4.1000001057.PRE.intact.d.2","PRE","end point"
"013118Abl_CM4.1000001057.PRE.intact.m.0","PRE","division"
"013118Abl_CM4.1000001058.PRE.intact.m.0","PRE","death"
"013118Abl_CM4.1000001060.PRE.intact.m.0","PRE","death"
"013118Abl_CM4.1000001061.PRE.intact.d.1","PRE","end point"
"013118Abl_CM4.1000001061.PRE.intact.d.2","PRE","death"
"013118Abl_CM4.1000001061.PRE.intact.m.0","PRE","division"
"013118Abl_CM4.1000001062.PRE.intact.m.0","PRE","death"
"013118Abl_CM4.1000001063.PRE.intact.d.1","PRE","end point"
"013118Abl_CM4.1000001063.PRE.intact.d.2","PRE","off frame"
"013118Abl_CM4.1000001063.PRE.intact.m.0","PRE","division"
"013118Abl_CM4.1000001627.PRE.intact.d.1","PRE","death"
"013118Abl_CM4.1000001627.PRE.intact.d.2","PRE","end point"
"013118Abl_CM4.1000001627.PRE.intact.m.0","PRE","division"
"013118Abl_CM4.1000002173.DP.intact.d.1","DP","lost"
"013118Abl_CM4.1000002173.DP.intact.d.2","DP","lost"
"013118Abl_CM4.1000002173.DP.intact.m.0","DP","division"
"013118Abl_CM4.1000002381.DP.intact.m.0","DP","death"
"013118Abl_CM4.1000002418.EPI.intact.m.0","EPI","lost"
"013118Abl_CN1.1000000000.PRE.intact.m.0","PRE","end point"
"013118Abl_CN1.1000000002.PRE.targeted.m.0","PRE","end point"
"013118Abl_CN1.1000000069.PRE.intact.m.0","PRE","end point"
"013118Abl_CN1.1000000071.PRE.targeted.m.0","PRE","death"
"013118Abl_CN1.1000000095.PRE.targeted.m.0","PRE","death"
"013118Abl_CN1.1000000138.PRE.intact.m.0","PRE","end point"
"013118Abl_CN1.1000000166.PRE.targeted.m.0","PRE","death"
"013118Abl_CN1.1000000171.PRE.targeted.m.0","PRE","death"
"013118Abl_CN1.1000000207.PRE.intact.m.0","PRE","death"
"013118Abl_CN1.1000000210.PRE.intact.m.0","PRE","end point"
"013118Abl_CN1.1000000279.PRE.intact.m.0","PRE","death"
"013118Abl_CN1.1000000580.PRE.intact.d.1","PRE","death"
"013118Abl_CN1.1000000580.PRE.intact.d.2","PRE","death"
"013118Abl_CN1.1000000580.PRE.intact.m.0","PRE","division"
"013118Abl_CN1.1000000601.PRE.intact.m.0","PRE","end point"
"013118Abl_CN1.1000000670.DP.intact.m.0","DP","end point"
"013118Abl_CN1.1000000739.DP.intact.m.0","DP","death"
"020618Abl_CQ3.1000000000.EPI.intact.d.1","EPI","lost"
"020618Abl_CQ3.1000000000.EPI.intact.d.2","EPI","lost"
"020618Abl_CQ3.1000000000.EPI.intact.m.0","EPI","division"
"020618Abl_CQ3.1000000000.PRE.intact.d.1","PRE","lost"
"020618Abl_CQ3.1000000000.PRE.intact.m.0","PRE","death"
"020618Abl_CQ3.1000000016.PRE.intact.m.0","PRE","division"
"020618Abl_CQ3.1000000055.PRE.intact.m.0","PRE","end point"
"020618Abl_CQ3.1000000068.EPI.intact.m.0","EPI","end point"
"020618Abl_CQ3.1000000096.PRE.intact.d.1","PRE","end point"
"020618Abl_CQ3.1000000096.PRE.intact.d.2","PRE","division"
"020618Abl_CQ3.1000000096.PRE.intact.gd.2.1","PRE","end point"
"020618Abl_CQ3.1000000096.PRE.intact.gd.2.2","PRE","end point"
"020618Abl_CQ3.1000000096.PRE.intact.m.0","PRE","division"
"020618Abl_CQ3.1000000135.PRE.intact.m.0","PRE","death"
"020618Abl_CQ3.1000000152.EPI.intact.d.1","EPI","end point"
"020618Abl_CQ3.1000000152.EPI.intact.d.2","EPI","end point"
"020618Abl_CQ3.1000000152.EPI.intact.m.0","EPI","division"
"020618Abl_CQ3.1000000180.DP.intact.m.0","DP","end point"
"020618Abl_CQ3.1000000237.PRE.intact.d.1","PRE","death"
"020618Abl_CQ3.1000000237.PRE.intact.d.2","PRE","death"
"020618Abl_CQ3.1000000237.PRE.intact.m.0","PRE","division"
"020618Abl_CQ3.1000000260.DP.intact.d.1","DP","death"
"020618Abl_CQ3.1000000260.DP.intact.d.2","DP","end point"
"020618Abl_CQ3.1000000260.DP.intact.m.0","DP","division"
"020618Abl_CQ3.1000000288.EPI.intact.m.0","EPI","end point"
"020618Abl_CQ3.1000000301.PRE.intact.d.1","PRE","end point"
"020618Abl_CQ3.1000000301.PRE.intact.d.2","PRE","end point"
"020618Abl_CQ3.1000000301.PRE.intact.m.0","PRE","division"
"020618Abl_CQ3.1000000386.PRE.intact.d.1","PRE","end point"
"020618Abl_CQ3.1000000386.PRE.intact.d.2","PRE","end point"
"020618Abl_CQ3.1000000386.PRE.intact.m.0","PRE","division"
"020618Abl_CQ3.1000000478.DP.intact.d.1","DP","end point"
"020618Abl_CQ3.1000000478.DP.intact.d.2","DP","end point"
"020618Abl_CQ3.1000000478.DP.intact.m.0","DP","division"
"020618Abl_CQ3.1000000667.EPI.intact.m.0","EPI","end point"
"020618Abl_CQ3.1000000677.PRE.intact.m.0","PRE","death"
"020618Abl_CQ3.1000000704.DP.intact.m.0","DP","end point"
"020618Abl_CQ3.1000000725.EPI.intact.m.0","EPI","end point"
"020618Abl_CQ3.1000000832.EPI.intact.m.0","EPI","end point"
"020618Abl_CQ3.1000000939.EPI.intact.m.0","EPI","end point"
"020618Abl_CQ3.1000001040.DP.intact.m.0","DP","death"
"020618Abl_CQ3.1000001042.DP.intact.d.1","DP","off frame"
"020618Abl_CQ3.1000001042.DP.intact.d.2","DP","end point"
"020618Abl_CQ3.1000001042.DP.intact.m.0","DP","division"
"020618Abl_CQ3.1000001044.DP.intact.m.0","DP","death"
"020618Abl_CQ3.1000001045.DP.intact.m.0","DP","death"
"020618Abl_CQ3.1000001047.DP.intact.d.1","DP","death"
"020618Abl_CQ3.1000001047.DP.intact.d.2","DP","end point"
"020618Abl_CQ3.1000001047.DP.intact.m.0","DP","division"
"020618Abl_CQ3.1000001048.DP.intact.d.1","DP","death"
"020618Abl_CQ3.1000001048.DP.intact.d.2","DP","death"
"020618Abl_CQ3.1000001048.DP.intact.m.0","DP","division"
"020618Abl_CQ3.1000001185.PRE.intact.m.0","PRE","death"
"020618Abl_CQ3.1000001186.DP.intact.m.0","DP","death"
"020618Abl_CQ3.1000001187.PRE.intact.m.0","PRE","death"
"020618Abl_CQ3.1000001494.DP.intact.d.1","DP","off frame"
"020618Abl_CQ3.1000001494.DP.intact.d.2","DP","lost"
"020618Abl_CQ3.1000001494.DP.intact.m.0","DP","division"
"020618Abl_CQ5.1000000000.EPI.intact.d.1","EPI","end point"
"020618Abl_CQ5.1000000000.EPI.intact.d.2","EPI","end point"
"020618Abl_CQ5.1000000000.EPI.intact.m.0","EPI","division"
"020618Abl_CQ5.1000000000.PRE.intact.d.1","PRE","end point"
"020618Abl_CQ5.1000000000.PRE.intact.d.2","PRE","end point"
"020618Abl_CQ5.1000000000.PRE.intact.m.0","PRE","division"
"020618Abl_CQ5.1000000001.PRE.intact.m.0","PRE","death"
"020618Abl_CQ5.1000000022.PRE.intact.m.0","PRE","death"
"020618Abl_CQ5.1000000039.PRE.intact.m.0","PRE","death"
"020618Abl_CQ5.1000000048.PRE.intact.m.0","PRE","death"
"020618Abl_CQ5.1000000067.PRE.intact.d.1","PRE","end point"
"020618Abl_CQ5.1000000067.PRE.intact.d.2","PRE","end point"
"020618Abl_CQ5.1000000067.PRE.intact.m.0","PRE","division"
"020618Abl_CQ5.1000000116.DP.intact.d.1","DP","end point"
"020618Abl_CQ5.1000000116.DP.intact.d.2","DP","end point"
"020618Abl_CQ5.1000000116.DP.intact.m.0","DP","division"
"020618Abl_CQ5.1000000132.EPI.intact.m.0","EPI","death"
"020618Abl_CQ5.1000000164.EPI.intact.d.1","EPI","end point"
"020618Abl_CQ5.1000000164.EPI.intact.d.2","EPI","end point"
"020618Abl_CQ5.1000000164.EPI.intact.m.0","EPI","division"
"020618Abl_CQ5.1000000189.PRE.intact.d.1","PRE","end point"
"020618Abl_CQ5.1000000189.PRE.intact.d.2","PRE","end point"
"020618Abl_CQ5.1000000189.PRE.intact.m.0","PRE","division"
"020618Abl_CQ5.1000000245.DP.intact.m.0","DP","death"
"020618Abl_CQ5.1000000269.DP.intact.d.1","DP","end point"
"020618Abl_CQ5.1000000269.DP.intact.d.2","DP","end point"
"020618Abl_CQ5.1000000269.DP.intact.m.0","DP","division"
"020618Abl_CQ5.1000000299.PRE.intact.d.1","PRE","lost"
