Exp_date,Img_date,Experiment,Litter,Embryo_ID,Gene1,Genotype1,Gene2,Genotype2,Background,Treatment,Experimenter,MINS_correct
20170804,20170907,080417Pdgfra_BK,BK,080417Pdgfra_BK4,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,SR
20170804,20170907,080417Pdgfra_BK,BK,080417Pdgfra_BK5,Pdgfra,ko,any,wt,CD1/mixed,Littermate,NS,SR
20170804,20170907,080417Pdgfra_BK,BK,080417Pdgfra_BK6,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,SR
20170804,20170907,080417Pdgfra_BK,BK,080417Pdgfra_BK7,Pdgfra,ko,any,wt,CD1/mixed,Littermate,NS,SR
20170804,20170907,080417Pdgfra_BK,BK,080417Pdgfra_BK8,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,SR
20170804,20170907,080417Pdgfra_BK,BK,080417Pdgfra_BK9,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,SR
20170804,20170907,080417Pdgfra_BK,BK,080417Pdgfra_BK10,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,SR
20170804,20170907,080417Pdgfra_BK,BK,080417Pdgfra_BK11,Pdgfra,ko,any,wt,CD1/mixed,Littermate,NS,
20170804,20170907,080417Pdgfra_BK,BK,080417Pdgfra_BK12,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,
20170804,20170907,080417Pdgfra_BK,BK,080417Pdgfra_BK13,Pdgfra,ko,any,wt,CD1/mixed,Littermate,NS,
20170912,20171914,091217Pdgfra_BL,BL,091217Pdgfra_BL1,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BL,BL,091217Pdgfra_BL2,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BL,BL,091217Pdgfra_BL3,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BL,BL,091217Pdgfra_BL4,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BL,BL,091217Pdgfra_BL5,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BL,BL,091217Pdgfra_BL6,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BL,BL,091217Pdgfra_BL7,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BL,BL,091217Pdgfra_BL8,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BL,BL,091217Pdgfra_BL9,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BL,BL,091217Pdgfra_BL10,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BL,BL,091217Pdgfra_BL11,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BM,BM,091217Pdgfra_BM1,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BM,BM,091217Pdgfra_BM2,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BM,BM,091217Pdgfra_BM3,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170912,20171914,091217Pdgfra_BM,BM,091217Pdgfra_BM4,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20171002,092017Pdgfra_BN,BN,092017Pdgfra_BN1,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20171002,092017Pdgfra_BN,BN,092017Pdgfra_BN2,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20171002,092017Pdgfra_BN,BN,092017Pdgfra_BN3,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20171002,092017Pdgfra_BN,BN,092017Pdgfra_BN4,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20171002,092017Pdgfra_BN,BN,092017Pdgfra_BN5,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20171002,092017Pdgfra_BN,BN,092017Pdgfra_BN6,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20171002,092017Pdgfra_BN,BN,092017Pdgfra_BN7,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20171002,092017Pdgfra_BN,BN,092017Pdgfra_BN8,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO1,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO2,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO3,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO4,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO5,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO6,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO7,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO8,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO9,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO10,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO11,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO12,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170920,20170929,092017Pdgfra_BO,BO,092017Pdgfra_BO13,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170921,20170929,092117Pdgfra_BQ,BQ,092117Pdgfra_BQ1,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170921,20170929,092117Pdgfra_BQ,BQ,092117Pdgfra_BQ2,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170921,20170929,092117Pdgfra_BQ,BQ,092117Pdgfra_BQ3,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170921,20170929,092117Pdgfra_BQ,BQ,092117Pdgfra_BQ4,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170921,20170929,092117Pdgfra_BQ,BQ,092117Pdgfra_BQ5,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170921,20170929,092117Pdgfra_BQ,BQ,092117Pdgfra_BQ6,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170921,20170929,092117Pdgfra_BQ,BQ,092117Pdgfra_BQ7,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170921,20170929,092117Pdgfra_BQ,BQ,092117Pdgfra_BQ8,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR1,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR2,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR3,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR4,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR5,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR6,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR7,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR8,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR9,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR10,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR11,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR12,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170922,20171002,092217Pdgfra_BR,BR,092217Pdgfra_BR13,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,NS
20170927,20171012,092717Pdgfra_BS,BS,092717Pdgfra_BS1,Pdgfra,ko,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BS,BS,092717Pdgfra_BS2,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BS,BS,092717Pdgfra_BS3,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BS,BS,092717Pdgfra_BS4,Pdgfra,ko,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BS,BS,092717Pdgfra_BS5,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BS,BS,092717Pdgfra_BS6,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BS,BS,092717Pdgfra_BS7,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BT,BT,092717Pdgfra_BT1,Pdgfra,wt,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BT,BT,092717Pdgfra_BT2,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BT,BT,092717Pdgfra_BT3,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BT,BT,092717Pdgfra_BT4,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BT,BT,092717Pdgfra_BT5,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BT,BT,092717Pdgfra_BT6,Pdgfra,ko,any,wt,CD1/mixed,Littermate,NS,tbd
20170927,20171012,092717Pdgfra_BT,BT,092717Pdgfra_BT7,Pdgfra,het,any,wt,CD1/mixed,Littermate,NS,tbd
20180309,20180319,030918FVB_A,A,030918FVB_A1,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_A,A,030918FVB_A2,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_A,A,030918FVB_A3,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_A,A,030918FVB_A4,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_A,A,030918FVB_A5,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_A,A,030918FVB_A6,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_A,A,030918FVB_A7,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_B,B,030918FVB_B1,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_B,B,030918FVB_B2,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_B,B,030918FVB_B3,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_B,B,030918FVB_B4,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_B,B,030918FVB_B5,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_B,B,030918FVB_B6,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180319,030918FVB_B,B,030918FVB_B7,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180322,030918FVB_C,C,030918FVB_C1,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180322,030918FVB_C,C,030918FVB_C2,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180322,030918FVB_C,C,030918FVB_C3,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180322,030918FVB_C,C,030918FVB_C4,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180322,030918FVB_C,C,030918FVB_C5,any,wt,any,wt,FVB,Littermate,NS,NS
20180309,20180322,030918FVB_C,C,030918FVB_C6,any,wt,any,wt,FVB,Littermate,NS,NS
20180315,20180322,031518FVB_D,D,031518FVB_D1,any,wt,any,wt,FVB,Littermate,NS,NS
20180315,20180322,031518FVB_D,D,031518FVB_D2,any,wt,any,wt,FVB,Littermate,NS,NS
20180315,20180322,031518FVB_D,D,031518FVB_D3,any,wt,any,wt,FVB,Littermate,NS,NS
20180315,20180322,031518FVB_D,D,031518FVB_D4,any,wt,any,wt,FVB,Littermate,NS,NS
20180315,20180322,031518FVB_D,D,031518FVB_D5,any,wt,any,wt,FVB,Littermate,NS,NS
20180315,20180322,031518FVB_D,D,031518FVB_D6,any,wt,any,wt,FVB,Littermate,NS,NS
20180315,20180322,031518FVB_D,D,031518FVB_D7,any,wt,any,wt,FVB,Littermate,NS,NS
20180316,20180322,031618FVB_E,E,031618FVB_E1,any,wt,any,wt,FVB,Littermate,NS,NS
20180316,20180322,031618FVB_E,E,031618FVB_E2,any,wt,any,wt,FVB,Littermate,NS,NS
20180316,20180322,031618FVB_E,E,031618FVB_E3,any,wt,any,wt,FVB,Littermate,NS,NS
20180316,20180322,031618FVB_E,E,031618FVB_E4,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_F,F,040318FVB_F1,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_F,F,040318FVB_F2,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_F,F,040318FVB_F3,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_F,F,040318FVB_F4,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_F,F,040318FVB_F5,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_G,G,040318FVB_G1,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_G,G,040318FVB_G2,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_G,G,040318FVB_G3,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_G,G,040318FVB_G4,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_G,G,040318FVB_G5,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_G,G,040318FVB_G6,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_G,G,040318FVB_G7,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_G,G,040318FVB_G8,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_G,G,040318FVB_G9,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_G,G,040318FVB_G10,any,wt,any,wt,FVB,Littermate,NS,NS
20180403,20180409,040318FVB_G,G,040318FVB_G11,any,wt,any,wt,FVB,Littermate,NS,NS
20180405,20180409,040518FVB_H,H,040518FVB_H1,any,wt,any,wt,FVB,Littermate,NS,NS
20180405,20180409,040518FVB_H,H,040518FVB_H2,any,wt,any,wt,FVB,Littermate,NS,NS
20180405,20180409,040518FVB_H,H,040518FVB_H3,any,wt,any,wt,FVB,Littermate,NS,NS
20180405,20180409,040518FVB_H,H,040518FVB_H4,any,wt,any,wt,FVB,Littermate,NS,NS
20180405,20180409,040518FVB_H,H,040518FVB_H5,any,wt,any,wt,FVB,Littermate,NS,NS
20180405,20180409,040518FVB_H,H,040518FVB_H6,any,wt,any,wt,FVB,Littermate,NS,NS
20180405,20180409,040518FVB_H,H,040518FVB_H7,any,wt,any,wt,FVB,Littermate,NS,NS
20180405,20180409,040518FVB_H,H,040518FVB_H8,any,wt,any,wt,FVB,Littermate,NS,NS
20180408,20180409,040818FVB_I,I,040818FVB_I1,any,wt,any,wt,FVB,Littermate,NS,NS
20180408,20180409,040818FVB_I,I,040818FVB_I2,any,wt,any,wt,FVB,Littermate,NS,NS
20180408,20180409,040818FVB_I,I,040818FVB_I3,any,wt,any,wt,FVB,Littermate,NS,NS
20180408,20180409,040818FVB_I,I,040818FVB_I4,any,wt,any,wt,FVB,Littermate,NS,NS
20180408,20180409,040818FVB_I,I,040818FVB_I5,any,wt,any,wt,FVB,Littermate,NS,NS
20180408,20180409,040818FVB_I,I,040818FVB_I6,any,wt,any,wt,FVB,Littermate,NS,NS
20180408,20180409,040818FVB_I,I,040818FVB_I7,any,wt,any,wt,FVB,Littermate,NS,NS
20180420,20180503,042018FVB_J,J,042018FVB_J1,any,wt,any,wt,FVB,Littermate,NS,NS
20180420,20180503,042018FVB_J,J,042018FVB_J2,any,wt,any,wt,FVB,Littermate,NS,NS
20180420,20180503,042018FVB_J,J,042018FVB_J3,any,wt,any,wt,FVB,Littermate,NS,NS
20180420,20180503,042018FVB_K,K,042018FVB_K1,any,wt,any,wt,FVB,Littermate,NS,NS
20180420,20180503,042018FVB_K,K,042018FVB_K2,any,wt,any,wt,FVB,Littermate,NS,NS
20180420,20180503,042018FVB_K,K,042018FVB_K3,any,wt,any,wt,FVB,Littermate,NS,NS
20180420,20180503,042018FVB_K,K,042018FVB_K4,any,wt,any,wt,FVB,Littermate,NS,NS
20180420,20180503,042018FVB_L,L,042018FVB_L1,any,wt,any,wt,FVB,Littermate,NS,NS
20180420,20180503,042018FVB_L,L,042018FVB_L3,any,wt,any,wt,FVB,Littermate,NS,NS
20180420,20180503,042018FVB_L,L,042018FVB_L4,any,wt,any,wt,FVB,Littermate,NS,tbd
20180410,20180508,041018FVB_M,M,041018FVB_M1,any,wt,any,wt,FVB,Littermate,NS,tbd
20180410,20180508,041018FVB_M,M,041018FVB_M2,any,wt,any,wt,FVB,Littermate,NS,tbd
20180410,20180508,041018FVB_M,M,041018FVB_M3,any,wt,any,wt,FVB,Littermate,NS,tbd
20180410,20180508,041018FVB_M,M,041018FVB_M4,any,wt,any,wt,FVB,Littermate,NS,tbd
20180410,20180508,041018FVB_M,M,041018FVB_M5,any,wt,any,wt,FVB,Littermate,NS,tbd
