Exp_date,Img_date,Experiment,Litter,Embryo_ID,Gene1,Genotype1,Gene2,Genotype2,ESC_line,Treatment,ES_culture,H_cells,D_cells,Culture_time,Tt_stage,ESC_t0,Cre,Technique,Experimenter,MINS_correct
20181029,20181121,102918Xim_F4_CV,CV,102918Xim_F4_CV6,Fgf4,mosaic,Pdgfra,wt,H2B-tdTomato,Chimera,S/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181029,20181121,102918Xim_F4_CV,CV,102918Xim_F4_CV7,Fgf4,F4FL_KO,Pdgfra,wt,H2B-tdTomato,Chimera,S/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20181029,20181121,102918Xim_F4_CV,CV,102918Xim_F4_CV8,Fgf4,F4_KO,Pdgfra,het,H2B-tdTomato,Chimera,S/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CW,CW,111418Xim_WT_CW1,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CW,CW,111418Xim_WT_CW2,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CW,CW,111418Xim_WT_CW3,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CW,CW,111418Xim_WT_CW4,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CW,CW,111418Xim_WT_CW5,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CW,CW,111418Xim_WT_CW6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CW,CW,111418Xim_WT_CW7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CW,CW,111418Xim_WT_CW8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CW,CW,111418Xim_WT_CW9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CW,CW,111418Xim_WT_CW10,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CW,CW,111418Xim_WT_CW11,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CW,CW,111418Xim_WT_CW12,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX1,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX2,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX3,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX4,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX5,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX10,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX11,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX12,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX13,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX14,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20181114,20181121,111418Xim_WT_CX,CX,111418Xim_WT_CX15,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,5,56h,8cell,5,none,Aggregation,NS,SR
20181114,20181121,111418Xim_F4_CY,CY,111418Xim_F4_CY1,Fgf4,F4FL_KO,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20181114,20181121,111418Xim_F4_CY,CY,111418Xim_F4_CY2,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20181114,20181121,111418Xim_F4_CY,CY,111418Xim_F4_CY3,Fgf4,mosaic,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,SR
20181114,20181121,111418Xim_F4_CY,CY,111418Xim_F4_CY4,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20181114,20181121,111418Xim_F4_CY,CY,111418Xim_F4_CY5,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,SR
20181114,20181121,111418Xim_F4_CY,CY,111418Xim_F4_CY6,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,SR
20181114,20181121,111418Xim_F4_CY,CY,111418Xim_F4_CY7,Fgf4,mosaic,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20181114,,111418Xim_F4_CZ,CZ,111418Xim_F4_CZ1,Fgf4,F4FL_KO,Pdgfra,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20181114,,111418Xim_F4_CZ,CZ,111418Xim_F4_CZ2,Fgf4,F4FL_KO,Pdgfra,het,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20181114,,111418Xim_F4_CZ,CZ,111418Xim_F4_CZ3,Fgf4,F4FL_KO,Pdgfra,het,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20181114,,111418Xim_F4_CZ,CZ,111418Xim_F4_CZ4,Fgf4,F4_KO,Pdgfra,het,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20181114,,111418Xim_F4_CZ,CZ,111418Xim_F4_CZ6,Fgf4,F4_KO,Pdgfra,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20181114,,111418Xim_F4_CZ,CZ,111418Xim_F4_CZ7,Fgf4,F4_KO,Pdgfra,het,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20181114,,111418Xim_F4_CZ,CZ,111418Xim_F4_CZ8,Fgf4,F4_KO,Pdgfra,het,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20181114,,111418Xim_F4_CZ,CZ,111418Xim_F4_CZ9,Fgf4,F4_KO,Pdgfra,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20181114,,111418Xim_F4_CZ,CZ,111418Xim_F4_CZ10,Fgf4,F4FL_KO,Pdgfra,het,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20181114,,111418Xim_F4_CZ,CZ,111418Xim_F4_CZ12,Fgf4,F4_KO,Pdgfra,het,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20181114,,111418Xim_F4_CZ,CZ,111418Xim_F4_CZ13,Fgf4,F4_KO,Pdgfra,het,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20181115,,111418Xim_F4_CZ,CZ,111418Xim_F4_CZ14,Fgf4,F4_KO,Pdgfra,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20181127,20181130,112718Xim_WT_DB,DB,112718Xim_WT_DB1,Fgf4,WT,any,wt,NA,Control,NA,8,0,55h,8cell,zero,none,Aggregation,NS,SR
20181127,20181130,112718Xim_WT_DB,DB,112718Xim_WT_DB2,Fgf4,WT,any,wt,NA,Control,NA,8,0,55h,8cell,zero,none,Aggregation,NS,SR
20181127,20181130,112718Xim_WT_DB,DB,112718Xim_WT_DB3,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,55h,8cell,1,none,Aggregation,NS,SR
20181127,20181130,112718Xim_WT_DB,DB,112718Xim_WT_DB4,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,55h,8cell,1,none,Aggregation,NS,SR
20181127,20181130,112718Xim_WT_DB,DB,112718Xim_WT_DB5,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,55h,8cell,1,none,Aggregation,NS,SR
20181127,20181130,112718Xim_WT_DB,DB,112718Xim_WT_DB6,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,55h,8cell,3,none,Aggregation,NS,SR
20181127,20181130,112718Xim_WT_DB,DB,112718Xim_WT_DB7,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,55h,8cell,3,none,Aggregation,NS,SR
20181127,20181130,112718Xim_WT_DB,DB,112718Xim_WT_DB8,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,55h,8cell,3,none,Aggregation,NS,SR
20181127,20181130,112718Xim_WT_DB,DB,112718Xim_WT_DB9,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,55h,8cell,3,none,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DC,DC,112718Xim_F4_DC1,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DC,DC,112718Xim_F4_DC2,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DC,DC,112718Xim_F4_DC3,Fgf4,F4FL_KO,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DC,DC,112718Xim_F4_DC4,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DC,DC,112718Xim_F4_DC5,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DC,DC,112718Xim_F4_DC6,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD1,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD2,Fgf4,F4FL_KO,any,wt,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD3,Fgf4,mosaic,any,wt,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD4,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD5,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD6,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD7,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD8,Fgf4,F4FL_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD9,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD10,Fgf4,F4FL_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,2,55h,8cell,2,Gdf9:iCre,Aggregation,NS,
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD11,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD12,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD13,Fgf4,F4FL_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD14,Fgf4,F4FL_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD15,Fgf4,mosaic,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,
20181127,20181130,112718Xim_F4_DD,DD,112718Xim_F4_DD16,Fgf4,mosaic,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,4,55h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190109,20190118,010919Xim_F4_DH,DH,010919Xim_F4_DH1,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20190109,20190118,010919Xim_F4_DH,DH,010919Xim_F4_DH2,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20190109,20190118,010919Xim_F4_DH,DH,010919Xim_F4_DH3,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20190109,20190118,010919Xim_F4_DH,DH,010919Xim_F4_DH4,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20190109,20190118,010919Xim_F4_DH,DH,010919Xim_F4_DH5,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20190109,20190118,010919Xim_F4_DH,DH,010919Xim_F4_DH6,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,SR
20190109,20190118,010919Xim_F4_DH,DH,010919Xim_F4_DH7,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20190109,20190118,010919Xim_F4_DH,DH,010919Xim_F4_DH8,Fgf4,mosaic,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190109,20190118,010919Xim_F4_DH,DH,010919Xim_F4_DH9,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20190109,20190118,010919Xim_F4_DH,DH,010919Xim_F4_DH10,Fgf4,tbd,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190109,20190118,010919Xim_F4_DH,DH,010919Xim_F4_DH11,Fgf4,tbd,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190109,20190118,010919Xim_F4_DI,DI,010919Xim_F4_DI1,Fgf4,tbd,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20190109,20190118,010919Xim_F4_DI,DI,010919Xim_F4_DI2,Fgf4,F4FL_FL,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20190109,20190118,010919Xim_F4_DI,DI,010919Xim_F4_DI3,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,5,56h,8cell,5,Gdf9:iCre,Aggregation,NS,NS
20190109,20190118,010919Xim_F4_DI,DI,010919Xim_F4_DI4,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,5,56h,8cell,5,Gdf9:iCre,Aggregation,NS,NS
20190109,20190118,010919Xim_F4_DI,DI,010919Xim_F4_DI5,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,Gdf9:iCre,Aggregation,NS,NS
20190109,20190118,010919Xim_F4_DI,DI,010919Xim_F4_DI6,Fgf4,F4FL_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,Gdf9:iCre,Aggregation,NS,
20190109,20190118,010919Xim_F4_DI,DI,010919Xim_F4_DI7,Fgf4,tbd,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,Gdf9:iCre,Aggregation,NS,
20190109,20190118,010919Xim_F4_DI,DI,010919Xim_F4_DI8,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,Gdf9:iCre,Aggregation,NS,NS
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ1,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ2,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ3,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ4,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ5,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ6,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ7,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ8,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ9,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ10,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ11,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ12,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ13,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DJ,DJ,010919Xim_WT_DJ14,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK1,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK2,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK3,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK4,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK5,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK6,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK7,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK8,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK9,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK10,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK11,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK12,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK13,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190123,010919Xim_WT_DK,DK,010919Xim_WT_DK14,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DL,DL,010919Xim_WT_DL1,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DL,DL,010919Xim_WT_DL2,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DL,DL,010919Xim_WT_DL3,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DL,DL,010919Xim_WT_DL4,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DL,DL,010919Xim_WT_DL5,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DL,DL,010919Xim_WT_DL6,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DL,DL,010919Xim_WT_DL7,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DL,DL,010919Xim_WT_DL8,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DL,DL,010919Xim_WT_DL9,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
